;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;Resumen orgánico económico del presupuesto de gastos;
;;
;Sección: 15 MINISTERIO DE HACIENDA;
;Programa: 337B Conservación y restauración de bienes culturales;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Económica;Explicación;15.01;;Total;
4;TRANSFERENCIAS CORRIENTES;8.027,14;;8.027,14;
44; A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;8.027,14;;8.027,14;
;TOTAL;8.027,14;;8.027,14;
;;



