;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 15 MINISTERIO DE HACIENDA;
;Programa: 422A Incentivos regionales a la localización industrial;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
15.14;;SECRETARÍA GENERAL DE FONDOS EUROPEOS;;;
;1;GASTOS DE PERSONAL;;;
;12;Funcionarios;;1.740,79;
;13;Laborales;;107,16;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;169,68;
;16000; Seguridad Social;169,68;;
;;TOTAL GASTOS DE PERSONAL;;2.017,63;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;22;Material, suministros y otros;;4,89;
;23;Indemnizaciones por razón del servicio;;22,74;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;27,63;
 ; ;;;;
;3;GASTOS FINANCIEROS;;;
;35;Intereses de demora y otros gastos financieros;;10,00;
;352;Intereses de demora;;10,00;
;;TOTAL GASTOS FINANCIEROS;;10,00;
 ; ;;;;
;7;TRANSFERENCIAS DE CAPITAL;;;
;77;A empresas privadas;;142.000,00;
;771;Subvenciones a empresas localizadas en zonas de promoción económica y otras zonas acordadas por el Gobierno;;142.000,00;
;;TOTAL TRANSFERENCIAS DE CAPITAL;;142.000,00;
 ; ;;;;
;;TOTAL SECRETARÍA GENERAL DE FONDOS EUROPEOS;;144.055,26;
 ; ;;;;
 ; ;;;;
;;TOTAL Incentivos regionales a la localización industrial;;144.055,26;
;;



