;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;Resumen orgánico económico del presupuesto de gastos;
;;
;Sección: 15 MINISTERIO DE HACIENDA;
;Programa: 492N Regulación y vigilancia de la competencia en el Mercado de Tabacos;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Económica;Explicación;15.104;;Total;
1;GASTOS DE PERSONAL;3.193,99;;3.193,99;
12; Funcionarios;2.488,38;;2.488,38;
13; Laborales;45,30;;45,30;
15; Incentivos al rendimiento;243,04;;243,04;
16; Cuotas, prestaciones y gastos sociales a cargo del empleador;417,27;;417,27;
2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;4.443,20;;4.443,20;
21; Reparaciones, mantenimiento y conservación;719,90;;719,90;
22; Material, suministros y otros;3.532,30;;3.532,30;
23; Indemnizaciones por razón del servicio;185,00;;185,00;
24; Gastos de publicaciones;6,00;;6,00;
3;GASTOS FINANCIEROS;90,15;;90,15;
35; Intereses de demora y otros gastos financieros;90,15;;90,15;
6;INVERSIONES REALES;990,57;;990,57;
62; Inversión nueva asociada al funcionamiento operativo de los servicios;200,00;;200,00;
63; Inversión de reposición asociada al funcionamiento operativo de los servicios;136,57;;136,57;
64; Gastos de inversiones de carácter inmaterial;654,00;;654,00;
;TOTAL;8.717,91;;8.717,91;
;;



