;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 15 MINISTERIO DE HACIENDA;
;Programa: 923M Dirección y Servicios Generales de Hacienda y Función Pública;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
15.01;;MINISTERIO, SUBSECRETARÍA Y SERVICIOS GENERALES;;;
;1;GASTOS DE PERSONAL;;;
;10;Altos cargos;;269,60;
;11;Personal eventual;;321,42;
;12;Funcionarios;;101.715,79;
;13;Laborales;;5.330,49;
;15;Incentivos al rendimiento;;16.742,12;
;150;Productividad;;16.081,88;
;151;Gratificaciones;;660,24;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;5.837,75;
;16000; Seguridad Social;3.703,49;;
;16200; Formación y perfeccionamiento del personal;642,38;;
;16201; Economatos y comedores;32,10;;
;16204; Acción social;1.080,44;;
;;TOTAL GASTOS DE PERSONAL;;130.217,17;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;20;Arrendamientos y cánones;;27.418,32;
;202;Arrendamientos de edificios y otras construcciones;;27.401,68;
;21;Reparaciones, mantenimiento y conservación;;5.451,11;
;22;Material, suministros y otros;;38.969,85;
;22109; Labores Fábrica Nacional Moneda y Timbre;30,00;;
;22502; Locales;3.686,27;;
;22601; Atenciones protocolarias y representativas;88,58;;
;22716; Para AIREF por trabajos de revisión de determinadas áreas de gasto público;1.295,28;;
;23;Indemnizaciones por razón del servicio;;1.247,78;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;73.087,06;
 ; ;;;;
;3;GASTOS FINANCIEROS;;;
;35;Intereses de demora y otros gastos financieros;;3.890,00;
;352;Intereses de demora;;3.890,00;
;;TOTAL GASTOS FINANCIEROS;;3.890,00;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;44;A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;;490.842,24;
;442;A la Corporación R.T.V.E.;;489.552,24;
;44200; Para la prestación del servicio público de radio y televisión.;478.229,28;;
;44201; Para las actividades ordinarias de la Orquesta y Coro de R.T.V.E.;11.322,96;;
;448;Al Consorcio de la Zona Especial Canaria;;1.290,00;
;47;A empresas privadas;;320.000,00;
;471;Para pagos de reclamaciones y sentencias por responsabilidad patrimonial del Estado legislador;;320.000,00;
;48;A familias e instituciones sin fines de lucro;;30.533,73;
;480;A familias e instituciones sin fines de lucro;;515,85;
;481;A la Hermandad de Jubilados del Ministerio de Economía y Hacienda;;17,88;
;483;Para pagos de reclamaciones y sentencias por responsabilidad patrimonial del Estado legislador;;30.000,00;
;;TOTAL TRANSFERENCIAS CORRIENTES;;841.375,97;
 ; ;;;;
;6;INVERSIONES REALES;;10.931,80;
 ; ;;;;
;8;ACTIVOS FINANCIEROS;;;
;83;Concesión de préstamos fuera del Sector Público;;604,35;
;830;Préstamos a corto plazo;;604,35;
;87;Aportaciones patrimoniales;;3.000,00;
;871;Aportación patrimonial al Consorcio de la Zona Franca de Gran Canaria;;450,00;
;874;Aportación patrimonial al Consorcio de la Zona Franca de Santa Cruz de Tenerife;;450,00;
;875;Aportación patrimonial al Consorcio de la Zona Franca de Santander;;450,00;
;876;Aportación patrimonial al Consorcio de la Zona Franca de Sevilla;;1.650,00;
;;TOTAL ACTIVOS FINANCIEROS;;3.604,35;
 ; ;;;;
;;TOTAL MINISTERIO, SUBSECRETARÍA Y SERVICIOS GENERALES;;1.063.106,35;
 ; ;;;;
 ; ;;;;
15.02;;SECRETARÍA GENERAL TÉCNICA;;;
;1;GASTOS DE PERSONAL;;;
;10;Altos cargos;;61,05;
;12;Funcionarios;;8.242,47;
;13;Laborales;;430,73;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;680,00;
;16000; Seguridad Social;680,00;;
;;TOTAL GASTOS DE PERSONAL;;9.414,25;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;20;Arrendamientos y cánones;;19,00;
;202;Arrendamientos de edificios y otras construcciones;;15,00;
;21;Reparaciones, mantenimiento y conservación;;20,00;
;22;Material, suministros y otros;;647,04;
;22601; Atenciones protocolarias y representativas;8,16;;
;24;Gastos de publicaciones;;218,23;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;904,27;
 ; ;;;;
;6;INVERSIONES REALES;;575,72;
 ; ;;;;
;;TOTAL SECRETARÍA GENERAL TÉCNICA;;10.894,24;
 ; ;;;;
 ; ;;;;
15.05;;SECRETARÍA DE ESTADO DE HACIENDA;;;
;1;GASTOS DE PERSONAL;;;
;10;Altos cargos;;80,31;
;11;Personal eventual;;235,54;
;12;Funcionarios;;2.436,73;
;13;Laborales;;52,12;
;15;Incentivos al rendimiento;;8.071,96;
;150;Productividad;;8.046,12;
;151;Gratificaciones;;25,84;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;130,00;
;16000; Seguridad Social;130,00;;
;;TOTAL GASTOS DE PERSONAL;;11.006,66;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;21;Reparaciones, mantenimiento y conservación;;15,35;
;22;Material, suministros y otros;;55,62;
;22601; Atenciones protocolarias y representativas;9,36;;
;23;Indemnizaciones por razón del servicio;;142,85;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;213,82;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;49;Al exterior;;363,74;
;490;Aportación a la OCDE para la financiación de la Red fiscal y el Foro Global sobre Transparencia e Intercambio de Información Tributaria;;164,50;
;492;Aportación a la OCDE para la financiación de la Secretaría del Acuerdo Multilateral entre autoridades competentes y del Órgano coordinador del Convenio sobre asistencia administrativa mutua en materia fiscal;;7,24;
;493;Contribución financiera de España para la aplicación del Protocolo para la eliminación del comercio ilícito de productos del tabaco;;192,00;
;;TOTAL TRANSFERENCIAS CORRIENTES;;363,74;
 ; ;;;;
;;TOTAL SECRETARÍA DE ESTADO DE HACIENDA;;11.584,22;
 ; ;;;;
 ; ;;;;
15.06;;DIRECCIÓN GENERAL DE RACIONALIZACIÓN Y CENTRALIZACIÓN DE LA CONTRATACIÓN;;;
;1;GASTOS DE PERSONAL;;;
;10;Altos cargos;;61,05;
;12;Funcionarios;;3.280,00;
;13;Laborales;;27,90;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;325,00;
;16000; Seguridad Social;325,00;;
;;TOTAL GASTOS DE PERSONAL;;3.693,95;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;22;Material, suministros y otros;;372,71;
;22601; Atenciones protocolarias y representativas;2,34;;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;372,71;
 ; ;;;;
;;TOTAL DIRECCIÓN GENERAL DE RACIONALIZACIÓN Y CENTRALIZACIÓN DE LA CONTRATACIÓN;;4.066,66;
 ; ;;;;
 ; ;;;;
;;TOTAL Dirección y Servicios Generales de Hacienda y Función Pública;;1.089.651,47;
;;



