;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 27 MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA;
;Programa: 431A Promoción comercial e internacionalización de la empresa;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
27.10;;SECRETARÍA DE ESTADO DE COMERCIO;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;44;A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;;15.886,77;
;447;Transferencias a entes públicos empresariales;;15.886,77;
;44704; Al ICEX para atender sus gastos de funcionamiento en el fomento de la internacionalización y atracción de inversiones extranjeras en España;15.886,77;;
;46;A Entidades Locales;;100,00;
;460;Fira de Mollerussa. 150a Fira de Sant Josep;;100,00;
;48;A familias e instituciones sin fines de lucro;;120,00;
;480;Becas Fulbright de comercio;;120,00;
;;TOTAL TRANSFERENCIAS CORRIENTES;;16.106,77;
 ; ;;;;
;7;TRANSFERENCIAS DE CAPITAL;;;
;74;A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;;66.816,29;
;747;Transferencias a entes públicos empresariales;;66.816,29;
;74701; Al ICEX para sus operaciones de capital en el fomento de la internacionalización y atracción de inversiones extranjeras en España;66.816,29;;
;;TOTAL TRANSFERENCIAS DE CAPITAL;;66.816,29;
 ; ;;;;
;;TOTAL SECRETARÍA DE ESTADO DE COMERCIO;;82.923,06;
 ; ;;;;
 ; ;;;;
27.14;;DIRECCIÓN GENERAL DE COMERCIO INTERNACIONAL E INVERSIONES;;;
;1;GASTOS DE PERSONAL;;;
;10;Altos cargos;;61,04;
;12;Funcionarios;;14.052,67;
;13;Laborales;;2.817,07;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;1.867,09;
;16000; Seguridad Social;1.867,09;;
;;TOTAL GASTOS DE PERSONAL;;18.797,87;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;20;Arrendamientos y cánones;;7.600,00;
;202;Arrendamientos de edificios y otras construcciones;;7.600,00;
;21;Reparaciones, mantenimiento y conservación;;660,52;
;22;Material, suministros y otros;;3.826,71;
;22601; Atenciones protocolarias y representativas;13,10;;
;23;Indemnizaciones por razón del servicio;;3.293,83;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;15.381,06;
 ; ;;;;
;3;GASTOS FINANCIEROS;;;
;35;Intereses de demora y otros gastos financieros;;116,93;
;359;Otros gastos financieros;;116,93;
;;TOTAL GASTOS FINANCIEROS;;116,93;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;44;A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;;30,00;
;444;Para cobertura de las diferencias producidas por operaciones autorizadas al amparo de la Ley 14/2013, de 27 de septiembre, de apoyo a los emprendedores y su internacionalización, a librar a través del Instituto de Crédito Oficial (ICO), incluidas obligaciones de ejercicios anteriores;;30,00;
;45;A Comunidades Autónomas;;500,00;
;450;Convenio para la internacionalización de la economía de Canarias;;500,00;
;49;Al exterior;;5,00;
;490;Subvención a las Cámaras de Comercio en el Extranjero;;5,00;
;;TOTAL TRANSFERENCIAS CORRIENTES;;535,00;
 ; ;;;;
;6;INVERSIONES REALES;;1.400,00;
 ; ;;;;
;8;ACTIVOS FINANCIEROS;;;
;84;Constitución de depósitos y fianzas;;145,00;
;841;Fianzas;;145,00;
;87;Aportaciones patrimoniales;;230.001,50;
;871;Al Fondo para la Internacionalización de la Empresa (FIEM);;120.000,00;
;872;Al Fondo para Inversiones en el Exterior (FIEX);;100.000,00;
;873;Al Fondo de Operaciones de Inversión en el Exterior de la Pequeña y Mediana Empresa (FONPYME);;10.000,00;
;874;Al Fondo de Reserva de los Riesgos de la Internacionalización (FRRI);;1,50;
;;TOTAL ACTIVOS FINANCIEROS;;230.146,50;
 ; ;;;;
;;TOTAL DIRECCIÓN GENERAL DE COMERCIO INTERNACIONAL E INVERSIONES;;266.377,36;
 ; ;;;;
 ; ;;;;
27.15;;DIRECCIÓN GENERAL DE POLÍTICA COMERCIAL;;;
;1;GASTOS DE PERSONAL;;;
;12;Funcionarios;;31.655,17;
;13;Laborales;;22.111,13;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;6.383,90;
;16000; Seguridad Social;3.091,53;;
;;TOTAL GASTOS DE PERSONAL;;60.150,20;
 ; ;;;;
;;TOTAL DIRECCIÓN GENERAL DE POLÍTICA COMERCIAL;;60.150,20;
 ; ;;;;
 ; ;;;;
;;TOTAL Promoción comercial e internacionalización de la empresa;;409.450,62;
;;



