;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 23 MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO;
;Programa: 452M Normativa y ordenación territorial de los recursos hídricos;
;PRESUPUESTO 2024-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
23.04;;SECRETARÍA DE ESTADO DE MEDIO AMBIENTE;;;
;1;GASTOS DE PERSONAL;;;
;10;Altos cargos;;80,30;
;11;Personal eventual;;251,09;
;12;Funcionarios;;727,82;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;115,27;
;16000; Seguridad Social;115,27;;
;;TOTAL GASTOS DE PERSONAL;;1.174,48;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;45;A Comunidades Autónomas;;8.500,00;
;450;Subvención a la C. A. de Canarias para financiar el funcionamiento de plantas potabilizadoras de agua situadas en su territorio;;8.500,00;
;;TOTAL TRANSFERENCIAS CORRIENTES;;8.500,00;
 ; ;;;;
;;TOTAL SECRETARÍA DE ESTADO DE MEDIO AMBIENTE;;9.674,48;
 ; ;;;;
 ; ;;;;
23.05;;DIRECCIÓN GENERAL DEL AGUA;;;
;8;ACTIVOS FINANCIEROS;;;
;85;Adquisición de acciones y participaciones del Sector Público;;386.820,49;
;851;Sociedades estatales de agua;;386.820,49;
;85101; Aguas de las Cuencas de España, SA (ACUAES);52.552,49;;
;85102; Aguas de las Cuencas Mediterráneas, S.A. (ACUAMED);334.268,00;;
;;TOTAL ACTIVOS FINANCIEROS;;386.820,49;
 ; ;;;;
;;TOTAL DIRECCIÓN GENERAL DEL AGUA;;386.820,49;
 ; ;;;;
 ; ;;;;
;;TOTAL Normativa y ordenación territorial de los recursos hídricos;;396.494,97;
;;



