;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;Resumen orgánico económico del presupuesto de gastos;
;;
;Sección: 23 MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO;
;Programa: 495B Meteorología;
;PRESUPUESTO 2024-P;
;
;(Miles de euros);
;
Económica;Explicación;23.301;;Total;
1;GASTOS DE PERSONAL;43.247,06;;43.247,06;
10; Altos cargos;94,36;;94,36;
12; Funcionarios;34.788,40;;34.788,40;
13; Laborales;2.115,21;;2.115,21;
14; Otro personal;1.389,43;;1.389,43;
15; Incentivos al rendimiento;2.440,84;;2.440,84;
16; Cuotas, prestaciones y gastos sociales a cargo del empleador;2.418,82;;2.418,82;
2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;28.635,07;;28.635,07;
20; Arrendamientos y cánones;2.088,27;;2.088,27;
21; Reparaciones, mantenimiento y conservación;10.541,93;;10.541,93;
22; Material, suministros y otros;14.594,69;;14.594,69;
23; Indemnizaciones por razón del servicio;1.360,18;;1.360,18;
24; Gastos de publicaciones;50,00;;50,00;
3;GASTOS FINANCIEROS;50,00;;50,00;
35; Intereses de demora y otros gastos financieros;50,00;;50,00;
4;TRANSFERENCIAS CORRIENTES;9.786,57;;9.786,57;
48; A familias e instituciones sin fines de lucro;497,58;;497,58;
49; Al exterior;9.288,99;;9.288,99;
6;INVERSIONES REALES;14.425,00;;14.425,00;
62; Inversión nueva asociada al funcionamiento operativo de los servicios;3.339,02;;3.339,02;
63; Inversión de reposición asociada al funcionamiento operativo de los servicios;9.654,98;;9.654,98;
64; Gastos de inversiones de carácter inmaterial;1.431,00;;1.431,00;
7;TRANSFERENCIAS DE CAPITAL;35.014,44;;35.014,44;
79; Al exterior;35.014,44;;35.014,44;
8;ACTIVOS FINANCIEROS;100,00;;100,00;
83; Concesión de préstamos fuera del Sector Público;100,00;;100,00;
;TOTAL;131.258,14;;131.258,14;
;;



