;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;Resumen orgánico económico del presupuesto de gastos;
;;
;Sección: 23 MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO;
;Programa: 456B Protección y mejora del medio ambiente;
;PRESUPUESTO 2024-P;
;
;(Miles de euros);
;
Económica;Explicación;23.08;;Total;
1;GASTOS DE PERSONAL;6.934,67;;6.934,67;
10; Altos cargos;61,04;;61,04;
12; Funcionarios;5.755,64;;5.755,64;
13; Laborales;21,67;;21,67;
16; Cuotas, prestaciones y gastos sociales a cargo del empleador;1.096,32;;1.096,32;
6;INVERSIONES REALES;7.040,08;;7.040,08;
64; Gastos de inversiones de carácter inmaterial;7.040,08;;7.040,08;
7;TRANSFERENCIAS DE CAPITAL;11.200,13;;11.200,13;
75; A Comunidades Autónomas;8.500,13;;8.500,13;
76; A Entidades Locales;2.700,00;;2.700,00;
;TOTAL;25.174,88;;25.174,88;
;;



