;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 23 MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO;
;Programa: 456C Protección y mejora del medio natural;
;PRESUPUESTO 2024-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
23.11;;DIRECCIÓN GENERAL DE BIODIVERSIDAD, BOSQUES Y DESERTIFICACIÓN;;;
;1;GASTOS DE PERSONAL;;;
;10;Altos cargos;;61,04;
;12;Funcionarios;;4.776,08;
;13;Laborales;;640,41;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;1.075,40;
;16000; Seguridad Social;1.075,40;;
;;TOTAL GASTOS DE PERSONAL;;6.552,93;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;44;A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;;14.827,42;
;440;A la Fundación Biodiversidad, F.S.P., para gastos corrientes;;14.827,42;
;46;A Entidades Locales;;20,00;
;460;Al Ayuntamiento de Tineo para la organización y celebración de la XIV Feria Internacional ASTUR-FORESTA;;20,00;
;48;A familias e instituciones sin fines de lucro;;350,00;
;483;A la Sociedad Española de Botánica (SEBOT) para la celebración del Congreso Internacional de Botánica en 2024;;20,00;
;484;A Bosques Sin Fronteras para la colaboración en la organización del concurso "Árbol y Bosque del Año" en España;;30,00;
;485;Grup Balear d'Ornitologia i Defensa de la Naturalesa (GOB);;200,00;
;488;Confederación de Organizaciones de Selvicultores de España (COSE);;100,00;
;;TOTAL TRANSFERENCIAS CORRIENTES;;15.197,42;
 ; ;;;;
;6;INVERSIONES REALES;;142.667,20;
 ; ;;;;
;7;TRANSFERENCIAS DE CAPITAL;;;
;74;A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;;1.549,18;
;740;A la Fundación Biodiversidad, F.S.P., para financiar actuaciones propias de la Fundación;;1.329,18;
;741;Fondo de compensación de incendios para la cobertura del riesgo de accidentes a las personas que intervienen en la extinción de incendios;;220,00;
;75;A Comunidades Autónomas;;22.000,00;
;755;Para Comunidades Autónomas para paliar daños producidos por el lobo ibérico a la ganadería extensiva;;9.500,00;
;756;Para Comunidades Autónomas para realizar medidas preventivas en la gestión del lobo ibérico;;10.500,00;
;757;Actuaciones de conservación y restauración de la biodiversidad;;2.000,00;
;76;A Entidades Locales;;100,00;
