;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 23 MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO;
;Programa: 456M Actuaciones para la prevención de la contaminación y el cambio climático;
;PRESUPUESTO 2024-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
23.04;;SECRETARÍA DE ESTADO DE MEDIO AMBIENTE;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;48;A familias e instituciones sin fines de lucro;;875,00;
;480;Subvenciones a ONG medioambientales colaboradoras con la AGE para cooperación en actividades en materia de lucha y adaptación al cambio climático y en materia de transición ecológica;;875,00;
;48001; A AMIGOS DE LA TIERRA para fomentar su participación en el desarrollo del Plan Nacional de Adaptación al Cambio Climático 2021-2030;95,00;;
;48002; A ECOLOGISTAS EN ACCIÓN-CODA para fomentar su participación en el desarrollo del Plan Nacional de Adaptación al Cambio Climático 2021-2030;260,00;;
;48003; A la Sociedad Española de Ornitología (SEO/BirdLIFE) para fomentar su participación en el desarrollo del Plan Nacional de Adaptación al Cambio Climático 2021-2030;260,00;;
;48004; A WWF España para fomentar su participación en el desarrollo del Plan Nacional de Adaptación al Cambio Climático 2021-2030;260,00;;
;;TOTAL TRANSFERENCIAS CORRIENTES;;875,00;
 ; ;;;;
;6;INVERSIONES REALES;;468,24;
 ; ;;;;
;;TOTAL SECRETARÍA DE ESTADO DE MEDIO AMBIENTE;;1.343,24;
 ; ;;;;
 ; ;;;;
23.10;;OFICINA ESPAÑOLA DEL CAMBIO CLIMÁTICO;;;
;1;GASTOS DE PERSONAL;;;
;10;Altos cargos;;61,04;
;12;Funcionarios;;2.280,66;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;439,93;
;16000; Seguridad Social;439,93;;
;;TOTAL GASTOS DE PERSONAL;;2.781,63;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;48;A familias e instituciones sin fines de lucro;;222,28;
;480;A la FEMP para promover y facilitar el desarrollo de iniciativas locales en materia de cambio climático;;222,28;
;;TOTAL TRANSFERENCIAS CORRIENTES;;222,28;
 ; ;;;;
;6;INVERSIONES REALES;;1.500,00;
 ; ;;;;
;7;TRANSFERENCIAS DE CAPITAL;;;
;74;A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;;3.300,00;
;740;A la Fundación Biodiversidad F.S.P para actividades en materia de cambio climático. Financiado según el artículo 30.4 de la Ley 7/2021;;2.500,00;
;741;Fondo de carbono para una economía sostenible;;800,00;
;75;A Comunidades Autónomas;;7.500,00;
;751;Transferencia a CCAA para la ejecución de actuaciones enmarcadas en el Plan PIMA Refugios Climáticos. Financiado según el artículo 30.4 de la Ley 7/2021;;7.500,00;
;;TOTAL TRANSFERENCIAS DE CAPITAL;;10.800,00;
 ; ;;;;
;8;ACTIVOS FINANCIEROS;;;
;87;Aportaciones patrimoniales;;12.000,00;
;871;Fondo de carbono para una economía sostenible;;12.000,00;
;;TOTAL ACTIVOS FINANCIEROS;;12.000,00;
 ; ;;;;
;;TOTAL OFICINA ESPAÑOLA DEL CAMBIO CLIMÁTICO;;27.303,91;
 ; ;;;;
 ; ;;;;
;;TOTAL Actuaciones para la prevención de la contaminación y el cambio climático;;28.647,15;
;;



