;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 23 MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO;
;Programa: 456N Transición justa;
;PRESUPUESTO 2024-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
23.112;;INSTITUTO PARA LA TRANSICIÓN JUSTA;;;
;1;GASTOS DE PERSONAL;;;
;15;Incentivos al rendimiento;;169,54;
;150;Productividad;;165,54;
;151;Gratificaciones;;4,00;
;16000; Seguridad Social;413,57;;
;16200; Formación y perfeccionamiento del personal;8,89;;
;16201; Economatos y comedores;2,03;;
;16204; Acción social;4,63;;
;;TOTAL GASTOS DE PERSONAL;;2.353,49;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;22109; Labores Fábrica Nacional Moneda y Timbre;0,95;;
;22502; Locales;20,00;;
;22601; Atenciones protocolarias y representativas;2,05;;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;8.073,14;
 ; ;;;;
;3;GASTOS FINANCIEROS;;;
;35;Intereses de demora y otros gastos financieros;;929,44;
;352;Intereses de demora;;928,94;
;359;Otros gastos financieros;;0,50;
;;TOTAL GASTOS FINANCIEROS;;929,44;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;44;A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;;11.700,00;
;442;A la Fundación Ciudad de la Energía - CIUDEN;;8.000,00;
;444;Plan de cierre de explotaciones de empresas públicas;;3.700,00;
;46;A Entidades Locales;;3.290,78;
;461;Apoyo a las entidades locales (Estrategia Transición Justa);;3.290,78;
;47;A empresas privadas;;135.000,00;
;474;Plan de cierre de explotaciones de empresas privadas;;135.000,00;
;48;A familias e instituciones sin fines de lucro;;2.000,00;
;481;Proyectos de desarrollo social (Estrategia de Transición Justa);;2.000,00;
;;TOTAL TRANSFERENCIAS CORRIENTES;;151.990,78;
 ; ;;;;
;6;INVERSIONES REALES;;6.350,00;
 ; ;;;;
;7;TRANSFERENCIAS DE CAPITAL;;;
;74;A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;;1.100,00;
;742;A la Fundación Ciudad de la Energía - CIUDEN;;1.000,00;
;743;A la Federación Española de Municipios (FEMP) para apoyo en la definición, gestión y evaluación de ayudas del ITJ destinadas a municipios de Transición Justa;;100,00;
;75;A Comunidades Autónomas;;95.000,00;
;751;Infraestructuras;;95.000,00;
;76;A Entidades Locales;;500,00;
;761;Al Ayuntamiento de Cardona para la reconversión industrial y social de Cardona después del cierre de la actividad minera;;500,00;
;77;A empresas privadas;;65.826,33;
;771;Proyectos empresariales generadores de empleo;;48.826,33;
;772;Pequeños proyectos empresariales generadores de empleo;;17.000,00;
;;TOTAL TRANSFERENCIAS DE CAPITAL;;162.426,33;
 ; ;;;;
;8;ACTIVOS FINANCIEROS;;;
;83;Concesión de préstamos fuera del Sector Público;;10,00;
;830;Préstamos a corto plazo;;10,00;
;;TOTAL ACTIVOS FINANCIEROS;;10,00;
 ; ;;;;
;;TOTAL INSTITUTO PARA LA TRANSICIÓN JUSTA;;332.133,18;
 ; ;;;;
 ; ;;;;
;;TOTAL Transición justa;;332.133,18;
;;



