;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 23 MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO;
;Programa: 451O Dirección y Servicios Generales para la Transición Ecológica y el Reto Demográfico;
;PRESUPUESTO 2024-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
23.01;;MINISTERIO, SUBSECRETARÍA Y SERVICIOS GENERALES;;;
;1;GASTOS DE PERSONAL;;;
;10;Altos cargos;;284,67;
;11;Personal eventual;;785,95;
;12;Funcionarios;;22.318,27;
;13;Laborales;;117,40;
;15;Incentivos al rendimiento;;7.784,26;
;150;Productividad;;7.200,38;
;151;Gratificaciones;;583,88;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;2.784,60;
;16000; Seguridad Social;1.485,76;;
;16200; Formación y perfeccionamiento del personal;400,00;;
;16201; Economatos y comedores;12,00;;
;16204; Acción social;317,77;;
;;TOTAL GASTOS DE PERSONAL;;34.075,15;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;49;Al exterior;;11.546,00;
;490;A Organizaciones Internacionales;;11.546,00;
;;TOTAL TRANSFERENCIAS CORRIENTES;;11.546,00;
 ; ;;;;
;7;TRANSFERENCIAS DE CAPITAL;;;
;75;A Comunidades Autónomas;;13.170,00;
;750;Otras actuaciones del Departamento;;12.170,00;
;751;A la Universidad Pública de Navarra. Culminación de Proyecto sostenible;;1.000,00;
;;TOTAL TRANSFERENCIAS DE CAPITAL;;13.170,00;
 ; ;;;;
;;TOTAL MINISTERIO, SUBSECRETARÍA Y SERVICIOS GENERALES;;58.791,15;
 ; ;;;;
 ; ;;;;
23.02;;SECRETARÍA GENERAL TÉCNICA;;;
;1;GASTOS DE PERSONAL;;;
;10;Altos cargos;;61,04;
;12;Funcionarios;;1.881,84;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;222,56;
;16000; Seguridad Social;222,56;;
;;TOTAL GASTOS DE PERSONAL;;2.165,44;
 ; ;;;;
;;TOTAL SECRETARÍA GENERAL TÉCNICA;;2.165,44;
 ; ;;;;
 ; ;;;;
23.12;;DIRECCIÓN GENERAL DE SERVICIOS;;;
;1;GASTOS DE PERSONAL;;;
;10;Altos cargos;;61,04;
;12;Funcionarios;;6.603,88;
;13;Laborales;;2.330,35;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;1.498,02;
;16000; Seguridad Social;1.498,02;;
;;TOTAL GASTOS DE PERSONAL;;10.493,29;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;20;Arrendamientos y cánones;;1.205,67;
;202;Arrendamientos de edificios y otras construcciones;;1.200,00;
;21;Reparaciones, mantenimiento y conservación;;2.784,80;
;22;Material, suministros y otros;;18.680,82;
;22502; Locales;3.772,00;;
;22601; Atenciones protocolarias y representativas;74,00;;
;23;Indemnizaciones por razón del servicio;;1.758,22;
;24;Gastos de publicaciones;;152,00;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;24.581,51;
 ; ;;;;
;3;GASTOS FINANCIEROS;;;
;35;Intereses de demora y otros gastos financieros;;15,17;
;352;Intereses de demora;;13,67;
;359;Otros gastos financieros;;1,50;
;;TOTAL GASTOS FINANCIEROS;;15,17;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;47;A empresas privadas;;73,32;
;471;Cumplimiento de sentencias de los Tribunales de Justicia;;73,32;
;48;A familias e instituciones sin fines de lucro;;4.652,21;
;481;Premios;;66,00;
;484;Sindicatos de Trabajadores de los sectores agroalimentario y medioambiental para la realización de actividades y proyectos de especial interés para el desarrollo de dichos sectores;;23,32;
;485;Actividades de interés general consideradas de interés social reguladas por el artículo 2 del Real Decreto-ley 7/2013, de 28 de junio;;1.244,65;
;486;Actividades de interés general consideradas de interés social procedentes del Impuesto sobre Sociedades;;968,24;
;487;Actividades de interés general consideradas de interés social reguladas por el artículo 2 del Real Decreto-ley 7/2013, de 28 de junio. Instituciones varias;;2.350,00;
;48701; A Amigos de la Tierra para fomentar su participación en el Consejo Asesor de Medio Ambiente (CAMA);250,00;;
;48702; A ECOLOGISTAS EN ACCIÓN-CODA para fomentar su participación en el Consejo Asesor de Medio Ambiente (CAMA);700,00;;
;48703; A la Sociedad Española de Ornitología (SEO/BirdLIFE) para fomentar su participación en el Consejo Asesor de Medio Ambiente (CAMA);700,00;;
;48704; A WWF España para fomentar su participación en el Consejo Asesor de Medio Ambiente (CAMA);700,00;;
;;TOTAL TRANSFERENCIAS CORRIENTES;;4.725,53;
 ; ;;;;
;6;INVERSIONES REALES;;12.300,00;
 ; ;;;;
;8;ACTIVOS FINANCIEROS;;;
;83;Concesión de préstamos fuera del Sector Público;;62,36;
;830;Préstamos a corto plazo;;7,36;
;831;Préstamos a largo plazo;;55,00;
;84;Constitución de depósitos y fianzas;;106,00;
;841;Fianzas;;106,00;
;;TOTAL ACTIVOS FINANCIEROS;;168,36;
 ; ;;;;
;;TOTAL DIRECCIÓN GENERAL DE SERVICIOS;;52.283,86;
 ; ;;;;
 ; ;;;;
;;TOTAL Dirección y Servicios Generales para la Transición Ecológica y el Reto Demográfico;;113.240,45;
;;



