;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 23 MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO;
;Programa: 000X Transferencias y libramientos internos;
;PRESUPUESTO 2024-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
23.03;;SECRETARÍA DE ESTADO DE ENERGÍA;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;41;A Organismos Autónomos;;165.559,34;
;410;Al Centro de Investigaciones Energéticas, Medioambientales y Tecnológicas para el seguimiento de las Grandes Instalaciones de Combustión;;100,00;
;412;Al Instituto para la Transición Justa;;165.459,34;
;43;A otras entidades del Sector Público Administrativo Estatal con presupuesto limitativo;;400,00;
;436;Al Consejo de Seguridad Nuclear;;400,00;
;;TOTAL TRANSFERENCIAS CORRIENTES;;165.959,34;
 ; ;;;;
;7;TRANSFERENCIAS DE CAPITAL;;;
;71;A Organismos Autónomos;;61.321,81;
;712;Al Instituto para la Transición Justa;;61.321,81;
;73;A otras entidades del Sector Público Administrativo Estatal con presupuesto limitativo;;3.514.791,75;
;730;Al CSIC para trabajos del IGME dirigidos a la gestión sostenible de las materias primas minerales;;650,00;
;731;A la CNMC para actuaciones de almacenamiento subterráneo;;6.334,75;
;737;A la CNMC para financiar costes del sector eléctrico. Financiado según el artículo 30.4 de la Ley 7/2021.;;1.100.000,00;
;738;A la CNMC para financiar costes del sector eléctrico de acuerdo con la disposición adicional segunda de la Ley 15/2012, de 27 de diciembre, de medidas fiscales para la sostenibilidad energética;;1.762.000,00;
;739;A la CNMC para atender el extracoste de generación al que se refiere la disposición adicional decimoquinta de la Ley 24/2013, de 26 de diciembre, del Sector Eléctrico;;645.807,00;
;;TOTAL TRANSFERENCIAS DE CAPITAL;;3.576.113,56;
 ; ;;;;
;;TOTAL SECRETARÍA DE ESTADO DE ENERGÍA;;3.742.072,90;
 ; ;;;;
 ; ;;;;
23.04;;SECRETARÍA DE ESTADO DE MEDIO AMBIENTE;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;41;A Organismos Autónomos;;11.681,35;
;410;A Parques Nacionales;;11.681,35;
;43;A otras entidades del Sector Público Administrativo Estatal con presupuesto limitativo;;28.840,64;
;430;Agencia Estatal de Meteorología;;28.840,64;
;;TOTAL TRANSFERENCIAS CORRIENTES;;40.521,99;
 ; ;;;;
;7;TRANSFERENCIAS DE CAPITAL;;;
;71;A Organismos Autónomos;;26.128,66;
;710;A Parques Nacionales;;24.944,85;
;713;A Parques Nacionales. Plan PIMA Adapta. Financiado según el artículo 30.4 de la Ley 7/2021;;1.183,81;
;73;A otras entidades del Sector Público Administrativo Estatal con presupuesto limitativo;;34.458,66;
;730;Agencia Estatal de Meteorología;;34.458,66;
;;TOTAL TRANSFERENCIAS DE CAPITAL;;60.587,32;
 ; ;;;;
;;TOTAL SECRETARÍA DE ESTADO DE MEDIO AMBIENTE;;101.109,31;
 ; ;;;;
 ; ;;;;
23.05;;DIRECCIÓN GENERAL DEL AGUA;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;41;A Organismos Autónomos;;83.311,80;
;410;Confederaciones Hidrográficas;;80.311,80;
;41000; Confederación Hidrográfica del Duero;200,00;;
;41001; Confederación Hidrográfica del Ebro;6.200,00;;
;41002; Confederación Hidrográfica del Guadalquivir;33.385,00;;
;41003; Confederación Hidrográfica del Guadiana;8.000,00;;
;41004; Confederación Hidrográfica del Júcar;9.754,38;;
;41005; Confederación Hidrográfica del Miño-Sil;115,00;;
;41006; Confederación Hidrográfica del Segura;16.000,00;;
;41007; Confederación Hidrográfica del Cantábrico;2.517,60;;
;41008; Confederación Hidrográfica del Tajo;4.139,82;;
;417;Al CEDEX para I+D en recursos e infraestructuras hidráulicas;;3.000,00;
;;TOTAL TRANSFERENCIAS CORRIENTES;;83.311,80;
 ; ;;;;
;7;TRANSFERENCIAS DE CAPITAL;;;
;71;A Organismos Autónomos;;65.820,00;
;710;Confederaciones Hidrográficas;;65.320,00;
;71000; Confederación Hidrográfica del Duero;500,00;;
;71001; Confederación Hidrográfica del Ebro;100,00;;
;71003; Confederación Hidrográfica del Guadiana;15.600,00;;
;71004; Confederación Hidrográfica del Júcar;10.500,00;;
;71005; Confederación Hidrográfica del Miño-Sil;10.000,00;;
;71006; Confederación Hidrográfica del Segura;15.000,00;;
;71007; Confederación Hidrográfica del Cantábrico;6.500,00;;
;71008; Confederación Hidrográfica del Tajo;7.120,00;;
;711;A Patrimonio Nacional, para actuaciones en el desarrollo de sus funciones;;500,00;
