;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;Resumen orgánico económico del presupuesto de gastos;
;;
;Sección: 27 MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA;
;Programa: 492M Defensa de la competencia en los mercados y regulación de sectores productivos;
;PRESUPUESTO 2024-P;
;
;(Miles de euros);
;
Económica;Explicación;27.302;;Total;
1;GASTOS DE PERSONAL;35.947,14;;35.947,14;
10; Altos cargos;1.187,50;;1.187,50;
11; Personal eventual;160,38;;160,38;
12; Funcionarios;9.638,08;;9.638,08;
13; Laborales;16.946,43;;16.946,43;
15; Incentivos al rendimiento;1.490,33;;1.490,33;
16; Cuotas, prestaciones y gastos sociales a cargo del empleador;6.524,42;;6.524,42;
2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;21.216,49;;21.216,49;
20; Arrendamientos y cánones;165,12;;165,12;
21; Reparaciones, mantenimiento y conservación;1.010,93;;1.010,93;
22; Material, suministros y otros;19.053,71;;19.053,71;
23; Indemnizaciones por razón del servicio;986,73;;986,73;
3;GASTOS FINANCIEROS;298,50;;298,50;
35; Intereses de demora y otros gastos financieros;298,50;;298,50;
4;TRANSFERENCIAS CORRIENTES;690,38;;690,38;
48; A familias e instituciones sin fines de lucro;502,08;;502,08;
49; Al exterior;188,30;;188,30;
6;INVERSIONES REALES;4.079,74;;4.079,74;
62; Inversión nueva asociada al funcionamiento operativo de los servicios;1.048,01;;1.048,01;
63; Inversión de reposición asociada al funcionamiento operativo de los servicios;115,00;;115,00;
64; Gastos de inversiones de carácter inmaterial;2.916,73;;2.916,73;
8;ACTIVOS FINANCIEROS;60,40;;60,40;
83; Concesión de préstamos fuera del Sector Público;60,40;;60,40;
;TOTAL;62.292,65;;62.292,65;
;;



