;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 27 MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA;
;Programa: 431N Ordenación del comercio exterior;
;PRESUPUESTO 2024-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
27.10;;SECRETARÍA DE ESTADO DE COMERCIO;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;48;A familias e instituciones sin fines de lucro;;2.273,74;
;483;Acuerdos sectoriales a la exportación;;2.273,74;
;;TOTAL TRANSFERENCIAS CORRIENTES;;2.273,74;
 ; ;;;;
;;TOTAL SECRETARÍA DE ESTADO DE COMERCIO;;2.273,74;
 ; ;;;;
 ; ;;;;
27.14;;DIRECCIÓN GENERAL DE COMERCIO INTERNACIONAL E INVERSIONES;;;
;1;GASTOS DE PERSONAL;;;
;12;Funcionarios;;3.298,04;
;13;Laborales;;256,68;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;287,51;
;16000; Seguridad Social;287,51;;
;;TOTAL GASTOS DE PERSONAL;;3.842,23;
 ; ;;;;
;;TOTAL DIRECCIÓN GENERAL DE COMERCIO INTERNACIONAL E INVERSIONES;;3.842,23;
 ; ;;;;
 ; ;;;;
27.15;;DIRECCIÓN GENERAL DE POLÍTICA COMERCIAL;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;21;Reparaciones, mantenimiento y conservación;;126,00;
;22;Material, suministros y otros;;291,00;
;23;Indemnizaciones por razón del servicio;;377,10;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;794,10;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;48;A familias e instituciones sin fines de lucro;;365,78;
;484;Becas Analíticas CATICES;;365,78;
;49;Al exterior;;2.136,60;
;495;Transferencias al Exterior;;2.136,60;
;;TOTAL TRANSFERENCIAS CORRIENTES;;2.502,38;
 ; ;;;;
;6;INVERSIONES REALES;;420,00;
 ; ;;;;
;;TOTAL DIRECCIÓN GENERAL DE POLÍTICA COMERCIAL;;3.716,48;
 ; ;;;;
 ; ;;;;
;;TOTAL Ordenación del comercio exterior;;9.832,45;
;;



