;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;Resumen orgánico económico del presupuesto de gastos;
;;
;Sección: 27 MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA;
;Programa: 923O Gestión de la Deuda y de la Tesorería del Estado;
;PRESUPUESTO 2024-P;
;
;(Miles de euros);
;
Económica;Explicación;27.04;;Total;
1;GASTOS DE PERSONAL;8.937,94;;8.937,94;
10; Altos cargos;132,20;;132,20;
12; Funcionarios;7.386,28;;7.386,28;
13; Laborales;576,56;;576,56;
16; Cuotas, prestaciones y gastos sociales a cargo del empleador;842,90;;842,90;
2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;35.623,07;;35.623,07;
20; Arrendamientos y cánones;0,85;;0,85;
21; Reparaciones, mantenimiento y conservación;402,84;;402,84;
22; Material, suministros y otros;34.562,13;;34.562,13;
23; Indemnizaciones por razón del servicio;657,25;;657,25;
3;GASTOS FINANCIEROS;15.060,44;;15.060,44;
35; Intereses de demora y otros gastos financieros;15.060,44;;15.060,44;
4;TRANSFERENCIAS CORRIENTES;722,22;;722,22;
48; A familias e instituciones sin fines de lucro;200,00;;200,00;
49; Al exterior;522,22;;522,22;
6;INVERSIONES REALES;846,36;;846,36;
62; Inversión nueva asociada al funcionamiento operativo de los servicios;117,44;;117,44;
63; Inversión de reposición asociada al funcionamiento operativo de los servicios;309,92;;309,92;
64; Gastos de inversiones de carácter inmaterial;419,00;;419,00;
8;ACTIVOS FINANCIEROS;1,00;;1,00;
89; Suscripción de acciones y aportaciones de fondos a organismos internacionales;1,00;;1,00;
9;PASIVOS FINANCIEROS;1,00;;1,00;
95; Puesta en circulación de moneda metálica;1,00;;1,00;
;TOTAL;61.192,03;;61.192,03;
;;



