;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 27 MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA;
;Programa: 923P Relaciones con Instituciones Financieras Multilaterales;
;PRESUPUESTO 2024-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
27.04;;SECRETARÍA GENERAL DEL TESORO Y FINANCIACIÓN INTERNACIONAL;;;
;1;GASTOS DE PERSONAL;;;
;12;Funcionarios;;706,76;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;114,52;
;16000; Seguridad Social;114,52;;
;;TOTAL GASTOS DE PERSONAL;;821,28;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;49;Al exterior;;382.464,54;
;490;Contribuciones a Instituciones Financieras Multilaterales;;382.464,54;
;;TOTAL TRANSFERENCIAS CORRIENTES;;382.464,54;
 ; ;;;;
;8;ACTIVOS FINANCIEROS;;;
;89;Suscripción de acciones y aportaciones de fondos a organismos internacionales;;136.548,84;
;895;Instituciones Financieras Multilaterales;;136.548,84;
;;TOTAL ACTIVOS FINANCIEROS;;136.548,84;
 ; ;;;;
;;TOTAL SECRETARÍA GENERAL DEL TESORO Y FINANCIACIÓN INTERNACIONAL;;519.834,66;
 ; ;;;;
 ; ;;;;
;;TOTAL Relaciones con Instituciones Financieras Multilaterales;;519.834,66;
;;



