;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;Resumen orgánico económico del presupuesto de gastos;
;;
;Sección: 35 FONDO DE CONTINGENCIA;
;Programa: 929N Fondo de contingencia de ejecución presupuestaria;
;PRESUPUESTO 2024-P;
;
;(Miles de euros);
;
Económica;Explicación;35.01;;Total;
5;FONDO DE CONTINGENCIA Y OTROS IMPREVISTOS;3.964.420,00;;3.964.420,00;
50; Dotación al Fondo de Contingencia de ejecución presupuestaria;3.964.420,00;;3.964.420,00;
;TOTAL;3.964.420,00;;3.964.420,00;
;;



