;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 14 MINISTERIO DE DEFENSA;
;Programa: 931P Control interno y Contabilidad Pública;
;PRESUPUESTO 2024-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
14.01;;MINISTERIO Y SUBSECRETARÍA;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;22;Material, suministros y otros;;62,13;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;62,13;
 ; ;;;;
;;TOTAL MINISTERIO Y SUBSECRETARÍA;;62,13;
 ; ;;;;
 ; ;;;;
;;TOTAL Control interno y Contabilidad Pública;;62,13;
;;



