;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 14 MINISTERIO DE DEFENSA;
;Programa: 121M Administración y Servicios Generales de Defensa;
;PRESUPUESTO 2024-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
14.01;;MINISTERIO Y SUBSECRETARÍA;;;
;1;GASTOS DE PERSONAL;;;
;10;Altos cargos;;1.141,90;
;11;Personal eventual;;1.101,77;
;12;Funcionarios;;1.495.170,54;
;13;Laborales;;71.477,70;
;15;Incentivos al rendimiento;;180.168,06;
;150;Productividad;;7.248,20;
;151;Gratificaciones;;2.996,74;
;152;Productividad del Personal Estatutario;;2.474,83;
;153;Complemento de dedicación especial;;167.448,29;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;69.735,43;
;16000; Seguridad Social;46.555,83;;
;16200; Formación y perfeccionamiento del personal;248,81;;
;16201; Economatos y comedores;3.862,45;;
;16204; Acción social;3.561,09;;
;;TOTAL GASTOS DE PERSONAL;;1.818.795,40;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;20;Arrendamientos y cánones;;560,20;
;202;Arrendamientos de edificios y otras construcciones;;80,70;
;21;Reparaciones, mantenimiento y conservación;;1.474,20;
;22;Material, suministros y otros;;34.828,87;
;22502; Locales;74,50;;
;22601; Atenciones protocolarias y representativas;23,40;;
;22611; Gastos protocolarios y representativos derivados de actos institucionales;286,51;;
;23;Indemnizaciones por razón del servicio;;10.022,32;
;24;Gastos de publicaciones;;350,00;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;47.235,59;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;44;A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;;42,00;
;441;Al Consorcio Castillo de San Carlos;;10,50;
;442;Al Consorcio Castillo de San Fernando de Figueres;;10,50;
;443;Al Consorcio Castillo de San Pedro;;10,50;
;444;Al Consorcio del Museo Militar de Menorca y Patrimonio Histórico-Militar del Puerto de Mahón y Cala San Esteban;;10,50;
;48;A familias e instituciones sin fines de lucro;;1.338,00;
