;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 33 MINISTERIO PARA LA TRANSFORMACIÓN DIGITAL Y DE LA FUNCIÓN PÚBLICA;
;Programa: 461N Dirección y Servicios Generales de Transformación Digital;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
33.01;;MINISTERIO, SUBSECRETARÍA Y SERVICIOS GENERALES;;;
;1;GASTOS DE PERSONAL;;;
;10;Altos cargos;;208,56;
;11;Personal eventual;;521,72;
;12;Funcionarios;;6.443,18;
;13;Laborales;;229,44;
;15;Incentivos al rendimiento;;1.854,71;
;150;Productividad;;1.847,32;
;151;Gratificaciones;;7,39;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;945,54;
;16000; Seguridad Social;637,04;;
;16200; Formación y perfeccionamiento del personal;65,00;;
;16201; Economatos y comedores;22,50;;
;16204; Acción social;200,00;;
;;TOTAL GASTOS DE PERSONAL;;10.203,15;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;20;Arrendamientos y cánones;;645,00;
;202;Arrendamientos de edificios y otras construcciones;;640,00;
;21;Reparaciones, mantenimiento y conservación;;342,62;
;22;Material, suministros y otros;;7.163,61;
;22502; Locales;589,54;;
;22601; Atenciones protocolarias y representativas;10,00;;
;23;Indemnizaciones por razón del servicio;;146,00;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;8.297,23;
 ; ;;;;
;6;INVERSIONES REALES;;2.254,08;
 ; ;;;;
;8;ACTIVOS FINANCIEROS;;;
;83;Concesión de préstamos fuera del Sector Público;;12,22;
;830;Préstamos a corto plazo;;1,63;
;831;Préstamos a largo plazo;;10,59;
;;TOTAL ACTIVOS FINANCIEROS;;12,22;
 ; ;;;;
;;TOTAL MINISTERIO, SUBSECRETARÍA Y SERVICIOS GENERALES;;20.766,68;
 ; ;;;;
 ; ;;;;
33.02;;SECRETARÍA GENERAL TÉCNICA;;;
;1;GASTOS DE PERSONAL;;;
;10;Altos cargos;;61,04;
;12;Funcionarios;;1.451,53;
;13;Laborales;;46,28;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;201,49;
;16000; Seguridad Social;201,49;;
;;TOTAL GASTOS DE PERSONAL;;1.760,34;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;22;Material, suministros y otros;;28,00;
;22601; Atenciones protocolarias y representativas;1,00;;
;23;Indemnizaciones por razón del servicio;;10,00;
;24;Gastos de publicaciones;;18,00;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;56,00;
 ; ;;;;
;;TOTAL SECRETARÍA GENERAL TÉCNICA;;1.816,34;
 ; ;;;;
 ; ;;;;
33.03;;SECRETARÍA DE ESTADO DE TELECOMUNICACIONES E INFRAESTRUCTURAS DIGITALES;;;
;1;GASTOS DE PERSONAL;;;
;10;Altos cargos;;80,30;
;11;Personal eventual;;270,97;
;12;Funcionarios;;445,77;
;15;Incentivos al rendimiento;;1.090,65;
;150;Productividad;;1.064,57;
;151;Gratificaciones;;26,08;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;158,62;
;16000; Seguridad Social;158,62;;
;;TOTAL GASTOS DE PERSONAL;;2.046,31;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;20;Arrendamientos y cánones;;120,00;
;22;Material, suministros y otros;;1.500,65;
;22601; Atenciones protocolarias y representativas;3,00;;
;23;Indemnizaciones por razón del servicio;;337,88;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;1.958,53;
 ; ;;;;
;;TOTAL SECRETARÍA DE ESTADO DE TELECOMUNICACIONES E INFRAESTRUCTURAS DIGITALES;;4.004,84;
 ; ;;;;
 ; ;;;;
33.04;;SECRETARÍA DE ESTADO DE DIGITALIZACIÓN E INTELIGENCIA ARTIFICIAL;;;
;1;GASTOS DE PERSONAL;;;
;10;Altos cargos;;141,34;
;11;Personal eventual;;262,18;
;12;Funcionarios;;937,41;
;15;Incentivos al rendimiento;;2.042,18;
;150;Productividad;;2.042,18;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;152,92;
;16000; Seguridad Social;152,92;;
;;TOTAL GASTOS DE PERSONAL;;3.536,03;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;22;Material, suministros y otros;;586,58;
;22601; Atenciones protocolarias y representativas;5,00;;
;23;Indemnizaciones por razón del servicio;;337,50;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;924,08;
 ; ;;;;
;;TOTAL SECRETARÍA DE ESTADO DE DIGITALIZACIÓN E INTELIGENCIA ARTIFICIAL;;4.460,11;
 ; ;;;;
 ; ;;;;
;;TOTAL Dirección y Servicios Generales de Transformación Digital;;31.047,97;
;;



