;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 31 MINISTERIO DE JUVENTUD E INFANCIA;
;Programa: 000X Transferencias y libramientos internos;
;PRESUPUESTO 2024-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
31.04;;DIRECCIÓN GENERAL DE DERECHOS DE LA INFANCIA Y LA ADOLESCENCIA;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;41;A Organismos Autónomos;;12.311,64;
;410;Al Instituto de la Juventud para el cumplimiento de sus fines;;12.311,64;
;;TOTAL TRANSFERENCIAS CORRIENTES;;12.311,64;
 ; ;;;;
;7;TRANSFERENCIAS DE CAPITAL;;;
;71;A Organismos Autónomos;;247,22;
;710;Al Instituto de la Juventud;;247,22;
;;TOTAL TRANSFERENCIAS DE CAPITAL;;247,22;
 ; ;;;;
;;TOTAL DIRECCIÓN GENERAL DE DERECHOS DE LA INFANCIA Y LA ADOLESCENCIA;;12.558,86;
 ; ;;;;
 ; ;;;;
;;TOTAL Transferencias y libramientos internos;;12.558,86;
;;



