;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 33 MINISTERIO PARA LA TRANSFORMACIÓN DIGITAL Y DE LA FUNCIÓN PÚBLICA;
;Programa: 921X Evaluación de la transparencia de la actividad pública;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
33.302;;CONSEJO DE TRANSPARENCIA Y BUEN GOBIERNO;;;
;1;GASTOS DE PERSONAL;;;
;15;Incentivos al rendimiento;;200,71;
;150;Productividad;;200,71;
;16200; Formación y perfeccionamiento del personal;15,24;;
;16201; Economatos y comedores;10,16;;
;16204; Acción social;20,00;;
;;TOTAL GASTOS DE PERSONAL;;2.463,70;
 ; ;;;;
;202;Arrendamientos de edificios y otras construcciones;;210,00;
;22601; Atenciones protocolarias y representativas;4,68;;
;;TOTAL CONSEJO DE TRANSPARENCIA Y BUEN GOBIERNO;;3.379,38;
 ; ;;;;
 ; ;;;;
;;TOTAL Evaluación de la transparencia de la actividad pública;;3.379,38;
;;



