;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 09 APORTACIONES AL MUTUALISMO ADMINISTRATIVO;
;Programa: 923S Aportaciones al Mutualismo Administrativo;
;PRESUPUESTO 2024-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
09.01;;DIRECCIÓN GENERAL DE PRESUPUESTOS;;;
;1;GASTOS DE PERSONAL;;;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;2.281.136,60;
;16001; MUFACE;1.487.704,46;;
;16002; ISFAS;699.991,84;;
;16003; MUGEJU;93.440,30;;
;;TOTAL GASTOS DE PERSONAL;;2.281.136,60;
 ; ;;;;
;;TOTAL DIRECCIÓN GENERAL DE PRESUPUESTOS;;2.281.136,60;
 ; ;;;;
 ; ;;;;
;;TOTAL Aportaciones al Mutualismo Administrativo;;2.281.136,60;
;;



