;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;Resumen orgánico económico del presupuesto de gastos;
;;
;Sección: 09 APORTACIONES AL MUTUALISMO ADMINISTRATIVO;
;Programa: 000X Transferencias y libramientos internos;
;PRESUPUESTO 2024-P;
;
;(Miles de euros);
;
Económica;Explicación;09.01;;Total;
4;TRANSFERENCIAS CORRIENTES;98.330,95;;98.330,95;
41; A Organismos Autónomos;98.330,95;;98.330,95;
;TOTAL;98.330,95;;98.330,95;
;;



