;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 38 SISTEMAS DE FINANCIACIÓN DE ENTES TERRITORIALES;
;Programa: 942M Transferencias a Entidades Locales por participación en los ingresos del Estado;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
38.21;;SECRETARÍA GENERAL DE FINANCIACIÓN AUTONÓMICA Y LOCAL. ENTIDADES LOCALES;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;46;A Entidades Locales;;20.792.575,72;
;460;Transferencias a Ayuntamientos;;13.640.757,69;
;461;Transferencias a las Diputaciones y Cabildos Insulares;;6.581.951,85;
;468;Liquidación definitiva de la participación en los ingresos del Estado de las Corporaciones Locales, correspondiente a ejercicios anteriores y compensaciones derivadas del Nuevo Modelo de Financiación Local;;569.866,18;
;;TOTAL TRANSFERENCIAS CORRIENTES;;20.792.575,72;
 ; ;;;;
;;TOTAL SECRETARÍA GENERAL DE FINANCIACIÓN AUTONÓMICA Y LOCAL. ENTIDADES LOCALES;;20.792.575,72;
 ; ;;;;
 ; ;;;;
;;TOTAL Transferencias a Entidades Locales por participación en los ingresos del Estado;;20.792.575,72;
;;



