;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;Resumen orgánico económico del presupuesto de gastos;
;;
;Sección: 38 SISTEMAS DE FINANCIACIÓN DE ENTES TERRITORIALES;
;Programa: 941M Transferencias a Comunidades Autónomas por participación en los ingresos del Estado;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Económica;Explicación;38.02;38.03;38.04;38.05;38.06;38.07;38.10;38.11;38.12;38.14;38.17;38.18;38.19;38.20;Total;
4;TRANSFERENCIAS CORRIENTES;1.415.346,37;725.491,70;609.610,05;226.489,97;596.593,64;258.348,59;336.673,08;96.109,99;91.317,49;541.685,94;526.831,04;34.462,29;43.038,93;18.050.876,30;23.552.875,38;
45; A Comunidades Autónomas;1.415.346,37;725.491,70;609.610,05;226.489,97;596.593,64;258.348,59;336.673,08;96.109,99;91.317,49;541.685,94;526.831,04;34.462,29;43.038,93;18.050.876,30;23.552.875,38;
;TOTAL;1.415.346,37;725.491,70;609.610,05;226.489,97;596.593,64;258.348,59;336.673,08;96.109,99;91.317,49;541.685,94;526.831,04;34.462,29;43.038,93;18.050.876,30;23.552.875,38;
;;



