;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 24 MINISTERIO DE CULTURA;
;Programa: 333B Exposiciones;
;PRESUPUESTO 2024-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
24.05;;DIRECCIÓN GENERAL DE PATRIMONIO CULTURAL Y BELLAS ARTES;;;
;1;GASTOS DE PERSONAL;;;
;12;Funcionarios;;288,54;
;13;Laborales;;24,14;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;15,08;
;16000; Seguridad Social;15,08;;
;;TOTAL GASTOS DE PERSONAL;;327,76;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;20;Arrendamientos y cánones;;17,00;
;21;Reparaciones, mantenimiento y conservación;;14,00;
;22;Material, suministros y otros;;748,29;
;22502; Locales;2,00;;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;779,29;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;46;A Entidades Locales;;100,00;
;468;A Bilbao Arte para su proyecto de ampliación;;100,00;
;47;A empresas privadas;;300,00;
;471;Ayudas a la promoción del arte contemporáneo español;;300,00;
;48;A familias e instituciones sin fines de lucro;;60,00;
;481;Premios nacionales;;60,00;
;;TOTAL TRANSFERENCIAS CORRIENTES;;460,00;
 ; ;;;;
;6;INVERSIONES REALES;;27,24;
 ; ;;;;
;;TOTAL DIRECCIÓN GENERAL DE PATRIMONIO CULTURAL Y BELLAS ARTES;;1.594,29;
 ; ;;;;
 ; ;;;;
;;TOTAL Exposiciones;;1.594,29;
;;



