;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 24 MINISTERIO DE CULTURA;
;Programa: 333A Museos;
;PRESUPUESTO 2024-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
24.05;;DIRECCIÓN GENERAL DE PATRIMONIO CULTURAL Y BELLAS ARTES;;;
;1;GASTOS DE PERSONAL;;;
;12;Funcionarios;;11.271,61;
;13;Laborales;;13.332,06;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;4.841,96;
;16000; Seguridad Social;4.765,74;;
;16200; Formación y perfeccionamiento del personal;76,22;;
;;TOTAL GASTOS DE PERSONAL;;29.445,63;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;20;Arrendamientos y cánones;;442,00;
;202;Arrendamientos de edificios y otras construcciones;;10,00;
;21;Reparaciones, mantenimiento y conservación;;2.700,00;
;22;Material, suministros y otros;;18.522,61;
;22502; Locales;121,57;;
;23;Indemnizaciones por razón del servicio;;100,00;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;21.764,61;
 ; ;;;;
;3;GASTOS FINANCIEROS;;;
;35;Intereses de demora y otros gastos financieros;;32,00;
;352;Intereses de demora;;5,00;
;359;Otros gastos financieros;;27,00;
;;TOTAL GASTOS FINANCIEROS;;32,00;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;44;A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;;18.706,85;
;440;A la Fundación Colección Thyssen Bornemisza en concepto de déficit dotable y para gastos de funcionamiento;;18.566,85;
;443;A la Fundación Lázaro Galdiano para gastos de funcionamiento;;140,00;
;45;A Comunidades Autónomas;;3.185,05;
;454;A la Junta de Andalucía para los gastos de funcionamiento del Centro Andaluz de Arte Contemporáneo (Sevilla);;50,00;
;459;Transferencias a instituciones culturales;;3.135,05;
;45902; A Es Baluard Museu dÁrt Contemporani de Palma para gastos de funcionamiento;50,00;;
;45904; Al Museo Nacional de Arte de Cataluña (MNAC) para gastos de funcionamiento;2.181,33;;
;45905; A la Fundación Cristóbal Balenciaga para gastos de funcionamiento;353,72;;
;45906; Al Instituto Valenciano de Arte Moderno (IVAM) para gastos de funcionamiento;500,00;;
;45909; A la Fundación Helga de Alvear para gastos de funcionamiento del Museo de Arte Contemporáneo Helga de Alvear;50,00;;
;46;A Entidades Locales;;1.893,96;
;461;Transferencias a instituciones culturales;;1.557,96;
;46101; A la Fundación Municipal de Cultura del Ayuntamiento de Valladolid para gastos de funcionamiento del Patio Herreriano Museo de Arte Contemporáneo Español;50,06;;
;46102; A la Fundación Antonio Pérez de Cuenca para gastos corrientes;15,00;;
;46103; A la Fundación MARCO de Vigo para gastos de funcionamiento;50,00;;
;46104; Al Consorcio de derecho público Museo de Arte Contemporáneo Esteban Vicente para gastos de funcionamiento;100,00;;
;46105; Al Consorcio del Museo de Arte Contemporáneo de Barcelona (MACBA) para gastos de funcionamiento;1.192,90;;
;46106; A la Fundación Artium de Álava para gastos de funcionamiento del Artium, Centro-Museo Vasco de Arte Contemporáneo;150,00;;
;462;Al Ayuntamiento de Ibiza para gastos de funcionamiento del Museo Puget;;50,00;
;463;Al Ayuntamiento de Palencia para los gastos de funcionamiento de Fundación Díaz Caneja;;61,00;
;464;A la Diputación de Granada para el Centro José Guerrero;;50,00;
;465;A la Diputación Foral de Bizkaia para los gastos de funcionamiento del Museo Marítimo Ría de Bilbao;;75,00;
;467;Al Ayuntamiento de Soria para programación de actividades culturales del futuro Centro Nacional de Fotografía;;100,00;
;48;A familias e instituciones sin fines de lucro;;1.641,02;
;485;Transferencias a instituciones culturales;;1.640,75;
;48501; A la Fundación Privada Antoni Tápies para gastos de funcionamiento;100,00;;
;48506; A la Federación Española de Amigos de los Museos;2,75;;
;48510; A la Real Fundación de Toledo para gastos de funcionamiento del Museo Victorio Macho;50,00;;
;48514; A la Fundación Joan Miró de Barcelona para gastos de funcionamiento;500,00;;
;48515; A la Fundación Pilar i Joan Miró de Mallorca para gastos de funcionamiento;60,00;;
;48516; Fundación Gala-Salvador Dalí;75,00;;
;48525; Al Itsasmuseum - Museo Marítimo Ría de Bilbao para gastos de funcionamiento;25,00;;
;48548; A la Real Academia de Bellas Artes de San Fernando para actividades y gastos de funcionamiento;653,00;;
;48549; A la Fundación Torner para gastos de funcionamiento del Espacio Torner;50,00;;
;48551; A la Confederación de Juventudes Musicales de España para el programa MUSAE;50,00;;
;48552; A la Fundación Arte y Pensamiento Martín Chirino para gastos de funcionamiento y actividades;50,00;;
;48553; A la Fundación A LA PAR (Fundación Carmen Pardo-Valcarce) para el desarrollo de un programa de actividades artísticas para jóvenes con discapacidad;25,00;;
;486;Cuota a la Asociación Española de Museólogos;;0,27;
;49;Al exterior;;59,75;
;491;Cuotas a organismos internacionales y para proyectos de cooperación internacional;;59,75;
;;TOTAL TRANSFERENCIAS CORRIENTES;;25.486,63;
 ; ;;;;
;6;INVERSIONES REALES;;2.429,49;
 ; ;;;;
;7;TRANSFERENCIAS DE CAPITAL;;;
;76;A Entidades Locales;;7.157,00;
;760;A ayuntamientos, diputaciones y otros entes locales;;7.157,00;
;76006; A la Diputación de Teruel para el Museo de Etnografía. Edificio del Comandante Aguado;4.000,00;;
;76007; Al Ayuntamiento de Bronchales para el Museo celtibérico de la trashumancia (Programa Celtíberos Trashumantes y Montes Universales);800,00;;
;76015; Al Ayuntamiento de Reus para reforma del edificio y de la museografía del Museu d´Art i Història de Reus;2.000,00;;
;76018; Al Ajuntament de Rajadell para el proyecto de reforma y actividades a la Pinacoteca de la Rectoría;73,00;;
;76019; Al Ajuntament de Calonge de Segarra para museización de la Mina Vicenta y su entorno;34,00;;
;76068; Al Ayuntamiento de Banyoles para la rehabilitación del Museo Arqueológico Comarcal;250,00;;
;78;A familias e instituciones sin fines de lucro;;251,00;
;781;Pago de indemnizaciones a que se refiere la disposición adicional novena de la Ley 16/1985, del Patrimonio Histórico Español;;1,00;
;783;A la Fundación Amaiurko Gaztelua para su rehabilitación;;250,00;
;;TOTAL TRANSFERENCIAS DE CAPITAL;;7.408,00;
 ; ;;;;
;;TOTAL DIRECCIÓN GENERAL DE PATRIMONIO CULTURAL Y BELLAS ARTES;;86.566,36;
 ; ;;;;
 ; ;;;;
24.105;;GERENCIA DE INFRAESTRUCTURAS Y EQUIPAMIENTOS DE CULTURA;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;22502; Locales;5,00;;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;40,00;
 ; ;;;;
;3;GASTOS FINANCIEROS;;;
;35;Intereses de demora y otros gastos financieros;;1,00;
;352;Intereses de demora;;1,00;
;;TOTAL GASTOS FINANCIEROS;;1,00;
 ; ;;;;
;6;INVERSIONES REALES;;30.313,00;
 ; ;;;;
;7;TRANSFERENCIAS DE CAPITAL;;;
;76;A Entidades Locales;;50,00;
;762;Al Ayuntamiento de Alcalá de los Gazules para la redacción del proyecto del museo municipal;;50,00;
;;TOTAL TRANSFERENCIAS DE CAPITAL;;50,00;
 ; ;;;;
;;TOTAL GERENCIA DE INFRAESTRUCTURAS Y EQUIPAMIENTOS DE CULTURA;;30.404,00;
 ; ;;;;
 ; ;;;;
24.301;;MUSEO NACIONAL DEL PRADO;;;
;1;GASTOS DE PERSONAL;;;
;15;Incentivos al rendimiento;;11,00;
;150;Productividad;;11,00;
;16000; Seguridad Social;4.317,38;;
;16200; Formación y perfeccionamiento del personal;79,43;;
;16204; Acción social;53,33;;
;;TOTAL GASTOS DE PERSONAL;;23.234,26;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;202;Arrendamientos de edificios y otras construcciones;;400,00;
;22502; Locales;250,00;;
;22601; Atenciones protocolarias y representativas;90,00;;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;20.548,27;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;48;A familias e instituciones sin fines de lucro;;195,00;
;480;Becas y ayudas para formación y perfeccionamiento en materias museísticas;;195,00;
;;TOTAL TRANSFERENCIAS CORRIENTES;;195,00;
 ; ;;;;
;6;INVERSIONES REALES;;28.100,00;
 ; ;;;;
;8;ACTIVOS FINANCIEROS;;;
;83;Concesión de préstamos fuera del Sector Público;;100,00;
;831;Préstamos a largo plazo;;100,00;
;;TOTAL ACTIVOS FINANCIEROS;;100,00;
 ; ;;;;
;;TOTAL MUSEO NACIONAL DEL PRADO;;72.177,53;
 ; ;;;;
 ; ;;;;
24.302;;MUSEO NACIONAL CENTRO DE ARTE REINA SOFÍA;;;
;1;GASTOS DE PERSONAL;;;
;15;Incentivos al rendimiento;;342,61;
;150;Productividad;;342,61;
;16000; Seguridad Social;3.809,82;;
;16200; Formación y perfeccionamiento del personal;53,12;;
;16201; Economatos y comedores;570,26;;
;16204; Acción social;180,38;;
;;TOTAL GASTOS DE PERSONAL;;19.291,77;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;22502; Locales;40,00;;
;22601; Atenciones protocolarias y representativas;5,00;;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;18.086,23;
 ; ;;;;
;3;GASTOS FINANCIEROS;;;
;35;Intereses de demora y otros gastos financieros;;12,00;
;352;Intereses de demora;;12,00;
;;TOTAL GASTOS FINANCIEROS;;12,00;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;48;A familias e instituciones sin fines de lucro;;320,00;
;480;Becas y ayudas para formación y perfeccionamiento en materias museísticas;;320,00;
;49;Al exterior;;3,00;
;490;Cuotas a organismos internacionales;;3,00;
;;TOTAL TRANSFERENCIAS CORRIENTES;;323,00;
 ; ;;;;
;6;INVERSIONES REALES;;6.616,10;
 ; ;;;;
;8;ACTIVOS FINANCIEROS;;;
;83;Concesión de préstamos fuera del Sector Público;;52,80;
;831;Préstamos a largo plazo;;52,80;
;;TOTAL ACTIVOS FINANCIEROS;;52,80;
 ; ;;;;
;;TOTAL MUSEO NACIONAL CENTRO DE ARTE REINA SOFÍA;;44.381,90;
 ; ;;;;
 ; ;;;;
;;TOTAL Museos;;233.529,79;
;;



