;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 24 MINISTERIO DE CULTURA;
;Programa: 332B Bibliotecas;
;PRESUPUESTO 2024-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
24.03;;DIRECCIÓN GENERAL DEL LIBRO, DEL CÓMIC Y DE LA LECTURA;;;
;1;GASTOS DE PERSONAL;;;
;12;Funcionarios;;1.977,36;
;13;Laborales;;35,11;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;370,89;
;16000; Seguridad Social;370,89;;
;;TOTAL GASTOS DE PERSONAL;;2.383,36;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;20;Arrendamientos y cánones;;1,00;
;21;Reparaciones, mantenimiento y conservación;;235,00;
;22;Material, suministros y otros;;1.322,76;
;22502; Locales;15,00;;
;23;Indemnizaciones por razón del servicio;;14,75;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;1.573,51;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;45;A Comunidades Autónomas;;450,00;
;451;Ayudas a la confección del Catálogo Colectivo del Patrimonio Bibliográfico Español;;95,00;
;454;Ayudas para el Patrimonio Bibliográfico Español y Patrimonio Digital;;355,00;
;46;A Entidades Locales;;100,00;
;463;Ayudas para la preservación del Patrimonio Digital;;100,00;
;48;A familias e instituciones sin fines de lucro;;239,00;
;480;Ayudas a entidades privadas sin fines de lucro y reales academias para la preservación del Patrimonio Digital;;100,00;
;484;Ayudas a instituciones y asociaciones profesionales para el desarrollo de sus actividades;;139,00;
;48406; A la Federación Española de Sociedades de Archivística, Biblioteconomía, Documentación y Museística (FESABID) para gastos de funcionamiento y actividades relacionadas con las bibliotecas;89,00;;
;48407; A la Federación Española de Asociaciones de Archiveros, Bibliotecarios, Arqueólogos, Museólogos y Documentalistas (ANABAD) para actividades relacionadas con las bibliotecas;25,00;;
;48408; A la Sociedad Española de Documentación e Información Científica (SEDIC) para actividades relacionadas con las bibliotecas;25,00;;
;49;Al exterior;;51,45;
;491;Cuotas a organismos internacionales y para proyectos de cooperación internacional;;51,45;
;;TOTAL TRANSFERENCIAS CORRIENTES;;840,45;
 ; ;;;;
;6;INVERSIONES REALES;;2.286,15;
 ; ;;;;
;;TOTAL DIRECCIÓN GENERAL DEL LIBRO, DEL CÓMIC Y DE LA LECTURA;;7.083,47;
 ; ;;;;
 ; ;;;;
24.104;;BIBLIOTECA NACIONAL DE ESPAÑA;;;
;1;GASTOS DE PERSONAL;;;
;15;Incentivos al rendimiento;;1.186,20;
;150;Productividad;;1.186,20;
;16000; Seguridad Social;1.884,27;;
;16200; Formación y perfeccionamiento del personal;45,73;;
;16204; Acción social;84,00;;
;;TOTAL GASTOS DE PERSONAL;;17.226,78;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;22502; Locales;48,00;;
;22601; Atenciones protocolarias y representativas;1,87;;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;10.262,95;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;48;A familias e instituciones sin fines de lucro;;570,84;
;480;Premio de bibliografía española;;6,00;
;481;Becas para la formación y especialización;;551,22;
;482;Pago de cuotas de las asociaciones nacionales a las que pertenece la Biblioteca Nacional de España;;1,62;
;48201; Asociación Española de Museólogos;0,31;;
;48202; Asociación Española de Normalización y Certificación;1,15;;
;48203; Asociación Española de Documentación Musical (AEDOM);0,16;;
;489;Otras ayudas y subvenciones;;12,00;
;49;Al exterior;;90,33;
;492;Pago de cuotas de las asociaciones internacionales a las que pertenece la Biblioteca Nacional de España;;90,33;
;;TOTAL TRANSFERENCIAS CORRIENTES;;661,17;
 ; ;;;;
;6;INVERSIONES REALES;;6.094,18;
 ; ;;;;
;8;ACTIVOS FINANCIEROS;;;
;83;Concesión de préstamos fuera del Sector Público;;63,00;
;830;Préstamos a corto plazo;;10,00;
;831;Préstamos a largo plazo;;53,00;
;;TOTAL ACTIVOS FINANCIEROS;;63,00;
 ; ;;;;
;;TOTAL BIBLIOTECA NACIONAL DE ESPAÑA;;34.308,08;
 ; ;;;;
 ; ;;;;
24.105;;GERENCIA DE INFRAESTRUCTURAS Y EQUIPAMIENTOS DE CULTURA;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;22502; Locales;5,00;;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;40,00;
 ; ;;;;
;3;GASTOS FINANCIEROS;;;
;35;Intereses de demora y otros gastos financieros;;1,00;
;352;Intereses de demora;;1,00;
;;TOTAL GASTOS FINANCIEROS;;1,00;
 ; ;;;;
;6;INVERSIONES REALES;;23.685,00;
 ; ;;;;
;;TOTAL GERENCIA DE INFRAESTRUCTURAS Y EQUIPAMIENTOS DE CULTURA;;23.726,00;
 ; ;;;;
 ; ;;;;
;;TOTAL Bibliotecas;;65.117,55;
;;



