;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 21 MINISTERIO DE AGRICULTURA, PESCA Y ALIMENTACIÓN;
;Programa: 412D Competitividad y calidad de la sanidad agraria;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
21.06;;DIRECCIÓN GENERAL DE SANIDAD DE LA PRODUCCIÓN AGROALIMENTARIA Y BIENESTAR ANIMAL;;;
;1;GASTOS DE PERSONAL;;;
;10;Altos cargos;;61,02;
;12;Funcionarios;;5.053,66;
;13;Laborales;;179,46;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;793,09;
;16000; Seguridad Social;793,09;;
;;TOTAL GASTOS DE PERSONAL;;6.087,23;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;48;A familias e instituciones sin fines de lucro;;140,00;
;480;Becas de formación en general;;140,00;
;;TOTAL TRANSFERENCIAS CORRIENTES;;140,00;
 ; ;;;;
;6;INVERSIONES REALES;;18.881,80;
 ; ;;;;
;7;TRANSFERENCIAS DE CAPITAL;;;
;75;A Comunidades Autónomas;;21.581,47;
;752;Sanidad de la producción agraria;;21.581,47;
;;TOTAL TRANSFERENCIAS DE CAPITAL;;21.581,47;
 ; ;;;;
;;TOTAL DIRECCIÓN GENERAL DE SANIDAD DE LA PRODUCCIÓN AGROALIMENTARIA Y BIENESTAR ANIMAL;;46.690,50;
 ; ;;;;
 ; ;;;;
;;TOTAL Competitividad y calidad de la sanidad agraria;;46.690,50;
;;



