;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;Resumen orgánico económico del presupuesto de gastos;
;;
;Sección: 07 CLASES PASIVAS;
;Programa: 212B Pensiones de guerra;
;PRESUPUESTO 2024-P;
;
;(Miles de euros);
;
Económica;Explicación;07.01;;Total;
4;TRANSFERENCIAS CORRIENTES;81.093,93;;81.093,93;
48; A familias e instituciones sin fines de lucro;81.093,93;;81.093,93;
;TOTAL;81.093,93;;81.093,93;
;;



