;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 20 MINISTERIO DE INDUSTRIA Y TURISMO;
;Programa: 422B Desarrollo industrial;
;PRESUPUESTO 2024-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
20.09;;DIRECCIÓN GENERAL DE PROGRAMAS INDUSTRIALES;;;
;1;GASTOS DE PERSONAL;;;
;10;Altos cargos;;61,04;
;12;Funcionarios;;1.419,56;
;13;Laborales;;279,45;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;222,08;
;16000; Seguridad Social;222,08;;
;;TOTAL GASTOS DE PERSONAL;;1.982,13;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;22;Material, suministros y otros;;1,34;
;22601; Atenciones protocolarias y representativas;1,34;;
;23;Indemnizaciones por razón del servicio;;215,84;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;217,18;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;48;A familias e instituciones sin fines de lucro;;100,00;
;480;ADI-FAD;;100,00;
;;TOTAL TRANSFERENCIAS CORRIENTES;;100,00;
 ; ;;;;
;7;TRANSFERENCIAS DE CAPITAL;;;
;77;A empresas privadas;;332.000,00;
;771;Programa de Compensación costes indirectos. Régimen de Comercio de Derechos de Emisión de Gases de Efecto Invernadero (RCDE). Financiado según el artículo 30.4 de la Ley 7/2021;;244.000,00;
;773;Estatuto Electrointensivo: Programa de compensación a los consumidores electrointensivos;;88.000,00;
;78;A familias e instituciones sin fines de lucro;;50,00;
;781;Al Instituto de Ingeniería de España para actuaciones para la incorporación de la mujer a profesiones STEM;;50,00;
;;TOTAL TRANSFERENCIAS DE CAPITAL;;332.050,00;
 ; ;;;;
;8;ACTIVOS FINANCIEROS;;;
;87;Aportaciones patrimoniales;;1,50;
;871;Al Fondo Español de Reserva para Garantía de entidades Electrointensivas;;1,50;
;;TOTAL ACTIVOS FINANCIEROS;;1,50;
 ; ;;;;
;;TOTAL DIRECCIÓN GENERAL DE PROGRAMAS INDUSTRIALES;;334.350,81;
 ; ;;;;
 ; ;;;;
;;TOTAL Desarrollo industrial;;334.350,81;
;;



