;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 20 MINISTERIO DE INDUSTRIA Y TURISMO;
;Programa: 495C Metrología;
;PRESUPUESTO 2024-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
20.103;;CENTRO ESPAÑOL DE METROLOGÍA;;;
;1;GASTOS DE PERSONAL;;;
;15;Incentivos al rendimiento;;150,94;
;150;Productividad;;129,20;
;151;Gratificaciones;;21,74;
;16000; Seguridad Social;758,20;;
;16200; Formación y perfeccionamiento del personal;15,46;;
;16201; Economatos y comedores;100,00;;
;16204; Acción social;9,67;;
;;TOTAL GASTOS DE PERSONAL;;3.870,01;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;22502; Locales;50,00;;
;22601; Atenciones protocolarias y representativas;0,56;;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;2.942,02;
 ; ;;;;
;3;GASTOS FINANCIEROS;;;
;35;Intereses de demora y otros gastos financieros;;0,88;
;359;Otros gastos financieros;;0,88;
;;TOTAL GASTOS FINANCIEROS;;0,88;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;48;A familias e instituciones sin fines de lucro;;30,00;
;481;Becas a estudiantes en prácticas;;30,00;
;49;Al exterior;;222,62;
;491;Cuotas de participación en EURAMET (Organización Regional de Metrología Europea);;206,62;
;492;Cuotas de participación en WELMEC (Cooperación Europea en Metrología Legal);;14,00;
;493;Cuotas de participación en IMEKO (Confederación Internacional de Medida);;2,00;
;;TOTAL TRANSFERENCIAS CORRIENTES;;252,62;
 ; ;;;;
;6;INVERSIONES REALES;;2.998,91;
 ; ;;;;
;8;ACTIVOS FINANCIEROS;;;
;83;Concesión de préstamos fuera del Sector Público;;7,08;
;831;Préstamos a largo plazo;;7,08;
;84;Constitución de depósitos y fianzas;;0,57;
;841;Fianzas;;0,57;
;;TOTAL ACTIVOS FINANCIEROS;;7,65;
 ; ;;;;
;;TOTAL CENTRO ESPAÑOL DE METROLOGÍA;;10.072,09;
 ; ;;;;
 ; ;;;;
;;TOTAL Metrología;;10.072,09;
;;



