;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;Resumen orgánico económico del presupuesto de gastos;
;;
;Sección: 20 MINISTERIO DE INDUSTRIA Y TURISMO;
;Programa: 42LB C12.I02 Programa de impulso de la Competitividad y Sostenibilidad Industrial e I+D+i;
;PRESUPUESTO 2024-P;
;
;(Miles de euros);
;
Económica;Explicación;20.50;;Total;
7;TRANSFERENCIAS DE CAPITAL;1.000.000,00;;1.000.000,00;
77; A empresas privadas;1.000.000,00;;1.000.000,00;
;TOTAL;1.000.000,00;;1.000.000,00;
;;



