;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;Resumen orgánico económico del presupuesto de gastos;
;;
;Sección: 20 MINISTERIO DE INDUSTRIA Y TURISMO;
;Programa: 43NB C14.I02 Programa de digitalización e inteligencia para destinos y sector turístico. Comercio, Turismo y PYMES;
;PRESUPUESTO 2024-P;
;
;(Miles de euros);
;
Económica;Explicación;20.50;;Total;
7;TRANSFERENCIAS DE CAPITAL;10.000,00;;10.000,00;
77; A empresas privadas;10.000,00;;10.000,00;
;TOTAL;10.000,00;;10.000,00;
;;



