;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 20 MINISTERIO DE INDUSTRIA Y TURISMO;
;Programa: 921U Publicaciones;
;PRESUPUESTO 2024-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
20.02;;SECRETARÍA GENERAL TÉCNICA;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;21;Reparaciones, mantenimiento y conservación;;9,00;
;22;Material, suministros y otros;;44,78;
;22109; Labores Fábrica Nacional Moneda y Timbre;30,00;;
;24;Gastos de publicaciones;;126,22;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;180,00;
 ; ;;;;
;;TOTAL SECRETARÍA GENERAL TÉCNICA;;180,00;
 ; ;;;;
 ; ;;;;
;;TOTAL Publicaciones;;180,00;
;;



