;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;Resumen orgánico económico del presupuesto de gastos;
;;
;Sección: 20 MINISTERIO DE INDUSTRIA Y TURISMO;
;Programa: 46LB C12.I02 Programa de impulso de la Competitividad y Sostenibilidad Industrial. I+D+i+Digitalización;
;PRESUPUESTO 2024-P;
;
;(Miles de euros);
;
Económica;Explicación;20.50;;Total;
6;INVERSIONES REALES;2.000,00;;2.000,00;
69; Inversiones reales. Mecanismo de Recuperación y Resiliencia;2.000,00;;2.000,00;
7;TRANSFERENCIAS DE CAPITAL;1.456.670,00;;1.456.670,00;
74; A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;12.000,00;;12.000,00;
75; A Comunidades Autónomas;12.000,00;;12.000,00;
76; A Entidades Locales;12.000,00;;12.000,00;
77; A empresas privadas;1.408.670,00;;1.408.670,00;
78; A familias e instituciones sin fines de lucro;12.000,00;;12.000,00;
8;ACTIVOS FINANCIEROS;1.440.000,00;;1.440.000,00;
83; Concesión de préstamos fuera del Sector Público;1.440.000,00;;1.440.000,00;
;TOTAL;2.898.670,00;;2.898.670,00;
;;



