;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO;
;Resumen general por servicios y artículos del presupuesto de gastos;
;;
;Sección: 33 MINISTERIO PARA LA TRANSFORMACIÓN DIGITAL Y DE LA FUNCIÓN PÚBLICA;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Económica;Explicación;33.01;33.02;33.03;33.04;33.05;33.06;33.50;;Total;
1;GASTOS DE PERSONAL;10.203,15;1.760,34;19.324,78;10.294,88;12.875,15;16.691,83;;;71.150,13;
10; Altos cargos;208,56;61,04;141,34;141,34;71,16;263,42;;;886,86;
11; Personal eventual;521,72;;270,97;262,18;;253,40;;;1.308,27;
12; Funcionarios;6.443,18;1.451,53;13.419,45;6.045,82;10.682,45;11.729,91;;;49.772,34;
13; Laborales;229,44;46,28;2.481,89;660,00;388,88;140,00;;;3.946,49;
15; Incentivos al rendimiento;1.854,71;;1.090,65;2.042,18;;3.079,44;;;8.066,98;
16; Cuotas, prestaciones y gastos sociales a cargo del empleador;945,54;201,49;1.920,48;1.143,36;1.732,66;1.225,66;;;7.169,19;
2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;8.297,23;56,00;1.958,53;5.924,08;16.976,86;1.405,72;1.419,99;;36.038,41;
20; Arrendamientos y cánones;645,00;;120,00;;;180,00;;;945,00;
21; Reparaciones, mantenimiento y conservación;342,62;;;;4.260,45;55,03;;;4.658,10;
22; Material, suministros y otros;7.163,61;28,00;1.500,65;5.586,58;12.639,71;897,94;;;27.816,49;
23; Indemnizaciones por razón del servicio;146,00;10,00;337,88;337,50;76,70;272,75;;;1.180,83;
24; Gastos de publicaciones;;18,00;;;;;;;18,00;
29; Gastos corrientes en bienes y servicios. Mecanismo de Recuperación y Resiliencia;;;;;;;1.419,99;;1.419,99;
4;TRANSFERENCIAS CORRIENTES;;;2.864,78;2.582,84;;1.344,69;4.680,00;;11.472,31;
44; A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;;;;1.232,84;;;4.620,00;;5.852,84;
47; A empresas privadas;;;;;;16,74;;;16,74;
48; A familias e instituciones sin fines de lucro;;;180,00;1.350,00;;1.233,95;60,00;;2.823,95;
49; Al exterior;;;2.684,78;;;94,00;;;2.778,78;
6;INVERSIONES REALES;2.254,08;;18.881,04;19.482,76;17.607,34;1.076,00;377.628,28;;436.929,50;
62; Inversión nueva asociada al funcionamiento operativo de los servicios;203,28;;1.602,48;;3.122,09;10,00;;;4.937,85;
63; Inversión de reposición asociada al funcionamiento operativo de los servicios;584,54;;60,50;;1.227,97;70,00;;;1.943,01;
64; Gastos de inversiones de carácter inmaterial;1.466,26;;17.218,06;19.482,76;13.257,28;996,00;;;52.420,36;
69; Inversiones reales. Mecanismo de Recuperación y Resiliencia;;;;;;;377.628,28;;377.628,28;
7;TRANSFERENCIAS DE CAPITAL;;;6.750,00;35.400,00;;;3.860.500,00;;3.902.650,00;
74; A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;;;250,00;10.500,00;;;1.639.000,00;;1.649.750,00;
75; A Comunidades Autónomas;;;;1.800,00;;;400.400,00;;402.200,00;
76; A Entidades Locales;;;500,00;5.500,00;;;3.500,00;;9.500,00;
77; A empresas privadas;;;6.000,00;11.100,00;;;1.814.100,00;;1.831.200,00;
78; A familias e instituciones sin fines de lucro;;;;6.500,00;;;3.500,00;;10.000,00;
8;ACTIVOS FINANCIEROS;12,22;;7.000,00;160.825,40;;;812.000,00;;979.837,62;
82; Concesión de préstamos al Sector Público;;;2.500,00;5.000,00;;;812.000,00;;819.500,00;
83; Concesión de préstamos fuera del Sector Público;12,22;;2.500,00;18.649,77;;;;;21.161,99;
87; Aportaciones patrimoniales;;;2.000,00;137.175,63;;;;;139.175,63;
;TOTAL CONSOLIDADO;20.766,68;1.816,34;56.779,13;234.509,96;47.459,35;20.518,24;5.056.228,27;;5.438.077,97;
4;TRANSFERENCIAS CORRIENTES;;;;;;28.173,32;450,00;;28.623,32;
41; A Organismos Autónomos;;;;;;25.483,26;450,00;;25.933,26;
43; A otras entidades del Sector Público Administrativo Estatal con presupuesto limitativo;;;;;;2.690,06;;;2.690,06;
7;TRANSFERENCIAS DE CAPITAL;;;;;;3.448,49;1.834,46;;5.282,95;
71; A Organismos Autónomos;;;;;;3.394,49;1.834,46;;5.228,95;
73; A otras entidades del Sector Público Administrativo Estatal con presupuesto limitativo;;;;;;54,00;;;54,00;
;TOTAL TRANSFERENCIAS ENTRE SUBSECTORES;;;;;;31.621,81;2.284,46;;33.906,27;
;TOTAL;20.766,68;1.816,34;56.779,13;234.509,96;47.459,35;52.140,05;5.058.512,73;;5.471.984,24;
;;



