;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 34 RELACIONES FINANCIERAS CON LA UNIÓN EUROPEA;
;Programa: 943M Transferencias al Presupuesto General de la Unión Europea;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
34.01;;DIRECCIÓN GENERAL FONDOS COMUNITARIOS. RELACIONES FINANCIERAS CON LA UNIÓN EUROPEA;;;
;3;GASTOS FINANCIEROS;;;
;35;Intereses de demora y otros gastos financieros;;12.500,00;
;358;Intereses de demora a la Unión Europea, incluso obligaciones de ejercicios anteriores;;12.500,00;
;;TOTAL GASTOS FINANCIEROS;;12.500,00;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;49;Al exterior;;17.766.350,00;
;491;Aportación a la Unión Europea por recurso propio procedente del IVA;;1.950.000,00;
;492;Aportación a la Unión Europea por recurso propio basado en la Renta Nacional Bruta (RNB);;12.177.050,00;
;493;Aportación a la Unión Europea por la recaudación líquida en España de los recursos propios tradicionales, incluso obligaciones de ejercicios anteriores;;3.100.000,00;
;494;Aportación a la Unión Europea por prestación de servicios;;3.000,00;
;495;Aportación a la Unión Europea para el pago de indemnizaciones, multas y sanciones;;1.000,00;
;496;Aportación a la Unión Europea para el Fondo de Refugiados para Turquía;;10.300,00;
;497;Aportación a la Unión Europea por recurso propio basado en los residuos de envases de plástico no reciclados;;525.000,00;
;;TOTAL TRANSFERENCIAS CORRIENTES;;17.766.350,00;
 ; ;;;;
;;TOTAL DIRECCIÓN GENERAL FONDOS COMUNITARIOS. RELACIONES FINANCIERAS CON LA UNIÓN EUROPEA;;17.778.850,00;
 ; ;;;;
 ; ;;;;
;;TOTAL Transferencias al Presupuesto General de la Unión Europea;;17.778.850,00;
;;



