;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 19 MINISTERIO DE TRABAJO Y ECONOMÍA SOCIAL;
;Programa: 251M Prestaciones a los desempleados;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
19.101;;SERVICIO PÚBLICO DE EMPLEO ESTATAL;;;
;1;GASTOS DE PERSONAL;;;
;15;Incentivos al rendimiento;;22.266,77;
;150;Productividad;;21.469,04;
;151;Gratificaciones;;797,73;
;16000; Seguridad Social;48.930,25;;
;16200; Formación y perfeccionamiento del personal;180,00;;
;16204; Acción social;786,67;;
;;TOTAL GASTOS DE PERSONAL;;330.739,95;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;202;Arrendamientos de edificios y otras construcciones;;1.440,00;
;22109; Labores Fábrica Nacional Moneda y Timbre;10,00;;
;22502; Locales;979,96;;
;22601; Atenciones protocolarias y representativas;0,34;;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;37.809,83;
 ; ;;;;
;3;GASTOS FINANCIEROS;;;
;35;Intereses de demora y otros gastos financieros;;79,20;
;352;Intereses de demora;;79,20;
;;TOTAL GASTOS FINANCIEROS;;79,20;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;48;A familias e instituciones sin fines de lucro;;20.901.431,19;
;480;Prestaciones por desempleo;;14.838.188,71;
;48000; Contributivas, incluso obligaciones de ejercicios anteriores;9.424.322,32;;
;48001; Subsidio por desempleo, incluso obligaciones de ejercicios anteriores;4.981.994,90;;
;48002; Subsidio por desempleo para eventuales del SEASS, incluso obligaciones de ejercicios anteriores;431.871,49;;
;487;Para pago de cuotas, subvenciones y bonificaciones a la Seguridad Social;;5.363.242,48;
;48700; Cuotas de beneficiarios de prestaciones contributivas por desempleo, incluso obligaciones de ejercicios anteriores;3.581.242,48;;
;48701; Cuotas de beneficiarios del subsidio por desempleo, incluso obligaciones de ejercicios anteriores;1.650.000,00;;
;48705; Cuotas de beneficiarios del subsidio por desempleo para eventuales SEASS, incluso obligaciones de ejercicios anteriores;132.000,00;;
;488;Otras prestaciones económicas específicas;;700.000,00;
;48801; Renta activa de inserción, incluso obligaciones de ejercicios anteriores;700.000,00;;
;;TOTAL TRANSFERENCIAS CORRIENTES;;20.901.431,19;
 ; ;;;;
;6;INVERSIONES REALES;;7.324,51;
 ; ;;;;
;8;ACTIVOS FINANCIEROS;;;
;83;Concesión de préstamos fuera del Sector Público;;635,20;
;831;Préstamos a largo plazo;;635,20;
;;TOTAL ACTIVOS FINANCIEROS;;635,20;
 ; ;;;;
;;TOTAL SERVICIO PÚBLICO DE EMPLEO ESTATAL;;21.278.019,88;
 ; ;;;;
 ; ;;;;
;;TOTAL Prestaciones a los desempleados;;21.278.019,88;
;;



