;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 14 MINISTERIO DE DEFENSA;
;Programa: 312A Asistencia hospitalaria en las Fuerzas Armadas;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
14.01;;MINISTERIO Y SUBSECRETARÍA;;;
;1;GASTOS DE PERSONAL;;;
;12;Funcionarios;;88.918,84;
;13;Laborales;;17.920,26;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;45.532,86;
;16000; Seguridad Social;45.532,86;;
;;TOTAL GASTOS DE PERSONAL;;152.371,96;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;20;Arrendamientos y cánones;;8,18;
;21;Reparaciones, mantenimiento y conservación;;3.170,00;
;22;Material, suministros y otros;;21.431,30;
;22502; Locales;110,00;;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;24.609,48;
 ; ;;;;
;6;INVERSIONES REALES;;1.255,31;
 ; ;;;;
;;TOTAL MINISTERIO Y SUBSECRETARÍA;;178.236,75;
 ; ;;;;
 ; ;;;;
;;TOTAL Asistencia hospitalaria en las Fuerzas Armadas;;178.236,75;
;;



