;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 14 MINISTERIO DE DEFENSA;
;Programa: 312E Asistencia sanitaria del Mutualismo Administrativo;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
14.113;;INSTITUTO SOCIAL DE LAS FUERZAS ARMADAS;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;22109; Labores Fábrica Nacional Moneda y Timbre;200,00;;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;548.249,87;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;48;A familias e instituciones sin fines de lucro;;210.707,00;
;484;Farmacia;;179.694,00;
;485;Prótesis y otras prestaciones;;31.013,00;
;;TOTAL TRANSFERENCIAS CORRIENTES;;210.707,00;
 ; ;;;;
;;TOTAL INSTITUTO SOCIAL DE LAS FUERZAS ARMADAS;;758.956,87;
 ; ;;;;
 ; ;;;;
;;TOTAL Asistencia sanitaria del Mutualismo Administrativo;;758.956,87;
;;



