;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 16 MINISTERIO DEL INTERIOR;
;Programa: 134M Protección Civil;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
16.01;;MINISTERIO, SUBSECRETARÍA Y SERVICIOS GENERALES;;;
;1;GASTOS DE PERSONAL;;;
;10;Altos cargos;;64,01;
;12;Funcionarios;;3.229,00;
;13;Laborales;;2.377,39;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;1.183,95;
;16000; Seguridad Social;1.170,61;;
;16200; Formación y perfeccionamiento del personal;13,34;;
;;TOTAL GASTOS DE PERSONAL;;6.854,35;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;20;Arrendamientos y cánones;;13,60;
;202;Arrendamientos de edificios y otras construcciones;;0,60;
;21;Reparaciones, mantenimiento y conservación;;2.594,38;
;22;Material, suministros y otros;;1.675,04;
;22502; Locales;38,00;;
;23;Indemnizaciones por razón del servicio;;345,00;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;4.628,02;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;46;A Entidades Locales;;240,40;
;461;Para atenciones de todo orden motivadas por siniestros, catástrofes u otros de reconocida urgencia;;240,40;
;47;A empresas privadas;;40,10;
;471;Por actividades realizadas a requerimiento de la autoridad competente en situaciones de emergencia;;20,10;
;472;Para atenciones de todo orden motivadas por siniestros, catástrofes u otros de reconocida urgencia;;20,00;
;48;A familias e instituciones sin fines de lucro;;495,40;
;482;Para atenciones de todo orden motivadas por siniestros, catástrofes u otros de reconocida urgencia;;154,00;
;489;A Cruz Roja Española por su participación en los planes, operaciones y en otras actividades de protección civil;;341,40;
;;TOTAL TRANSFERENCIAS CORRIENTES;;775,90;
 ; ;;;;
;6;INVERSIONES REALES;;1.294,36;
 ; ;;;;
;7;TRANSFERENCIAS DE CAPITAL;;;
;76;A Entidades Locales;;3.066,93;
;761;Para atenciones de todo orden motivadas por siniestros, catástrofes u otros de reconocida urgencia;;60,10;
;762;A Corporaciones Locales para equipamiento e infraestructuras derivadas de la aplicación de Planes de Emergencia Nuclear;;3.006,83;
;77;A empresas privadas;;40,00;
;771;Para atenciones de todo orden motivadas por siniestros, catástrofes u otros de reconocida urgencia.;;40,00;
;78;A familias e instituciones sin fines de lucro;;90,15;
;782;Para atenciones de todo orden motivadas por siniestros, catástrofes u otros de reconocida urgencia;;90,15;
;;TOTAL TRANSFERENCIAS DE CAPITAL;;3.197,08;
 ; ;;;;
;;TOTAL MINISTERIO, SUBSECRETARÍA Y SERVICIOS GENERALES;;16.749,71;
 ; ;;;;
 ; ;;;;
;;TOTAL Protección Civil;;16.749,71;
;;



