;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 30 MINISTERIO DE IGUALDAD;
;Programa: 232B Igualdad de oportunidades entre mujeres y hombres;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
30.02;;SECRETARÍA DE ESTADO DE IGUALDAD Y PARA LA ERRADICACIÓN DE LA VIOLENCIA CONTRA LAS MUJERES;;;
;1;GASTOS DE PERSONAL;;;
;10;Altos cargos;;80,30;
;11;Personal eventual;;253,23;
;12;Funcionarios;;741,14;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;201,26;
;16000; Seguridad Social;201,26;;
;;TOTAL GASTOS DE PERSONAL;;1.275,93;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;22;Material, suministros y otros;;4.730,00;
;23;Indemnizaciones por razón del servicio;;74,54;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;4.804,54;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;45;A Comunidades Autónomas;;190.000,00;
;451;Para el desarrollo del Plan Corresponsables;;190.000,00;
;48;A familias e instituciones sin fines de lucro;;1.000,00;
;482;Promoción de la conciliación y la corresponsabilidad;;1.000,00;
;48200; A la Confederación Sindical de Comisiones Obreras para la adopción de medidas de formación, sensibilización y asesoramiento para la promoción de la conciliación y corresponsabilidad;370,00;;
;48201; A la Confederación Sindical Unión General de Trabajadoras y Trabajadores de España (UGT) para la adopción de medidas de formación, sensibilización y asesoramiento para la promoción de la conciliación y corresponsabilidad;300,00;;
;48202; A la agrupación sin personalidad jurídica conformada por las entidades de MenEngage Iberia con sede social en España para la adopción de medidas de formación, sensibilización y asesoramiento para la promoción de la conciliación y corresponsabilidad;330,00;;
;;TOTAL TRANSFERENCIAS CORRIENTES;;191.000,00;
