;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 12 MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN;
;Programa: 142B Acción Diplomática ante la Unión Europea;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
12.02;;SECRETARÍA DE ESTADO PARA LA UNIÓN EUROPEA;;;
;1;GASTOS DE PERSONAL;;;
;10;Altos cargos;;334,53;
;11;Personal eventual;;256,06;
;12;Funcionarios;;13.992,37;
;13;Laborales;;3.000,09;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;1.450,64;
;16000; Seguridad Social;1.244,56;;
;16200; Formación y perfeccionamiento del personal;14,32;;
;;TOTAL GASTOS DE PERSONAL;;19.033,69;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;20;Arrendamientos y cánones;;13,80;
;202;Arrendamientos de edificios y otras construcciones;;3,40;
;21;Reparaciones, mantenimiento y conservación;;403,57;
;22;Material, suministros y otros;;2.628,31;
;22601; Atenciones protocolarias y representativas;21,06;;
;22610; Gastos de representación de Embajadores y Jefes de Misión;75,90;;
;23;Indemnizaciones por razón del servicio;;1.129,15;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;4.174,83;
 ; ;;;;
;3;GASTOS FINANCIEROS;;;
;35;Intereses de demora y otros gastos financieros;;0,89;
;359;Otros gastos financieros;;0,89;
;;TOTAL GASTOS FINANCIEROS;;0,89;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;48;A familias e instituciones sin fines de lucro;;684,56;
;481;A familias e instituciones sin fines de lucro;;84,56;
;48100; Al Consejo Federal Español del Movimiento Europeo;73,56;;
;48104; A la Liga Europea de Cooperación Económica;11,00;;
;488;Para actividades de promoción de asuntos de la Unión Europea;;600,00;
;;TOTAL TRANSFERENCIAS CORRIENTES;;684,56;
 ; ;;;;
;6;INVERSIONES REALES;;505,78;
 ; ;;;;
;;TOTAL SECRETARÍA DE ESTADO PARA LA UNIÓN EUROPEA;;24.399,75;
 ; ;;;;
 ; ;;;;
;;TOTAL Acción Diplomática ante la Unión Europea;;24.399,75;
;;



