;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO;
;Resumen general por servicios y artículos del presupuesto de gastos;
;;
;Sección: 26 MINISTERIO DE SANIDAD;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Económica;Explicación;26.01;26.02;26.03;26.04;26.05;26.07;26.09;26.12;26.18;;;Total;
1;GASTOS DE PERSONAL;26.789,68;3.300,27;3.625,02;990,62;5.366,01;8.648,49;4.237,60;3.371,76;2.840,58;;;59.170,03;
10; Altos cargos;208,56;61,04;71,16;80,30;61,04;61,04;61,04;61,04;61,04;;;726,26;
11; Personal eventual;528,00;;;254,57;;;;;;;;782,57;
12; Funcionarios;18.676,22;2.693,45;2.984,19;489,07;3.984,08;7.010,01;3.487,70;2.760,18;2.317,39;;;44.402,29;
13; Laborales;351,65;252,64;107,96;;689,12;259,95;23,77;110,55;116,66;;;1.912,30;
15; Incentivos al rendimiento;5.356,62;;;;;;;;;;;5.356,62;
16; Cuotas, prestaciones y gastos sociales a cargo del empleador;1.668,63;293,14;461,71;166,68;631,77;1.317,49;665,09;439,99;345,49;;;5.989,99;
2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;4.706,63;789,33;3.645,00;266,27;13.461,86;30.902,61;6.355,70;3.168,07;1.130,58;;;64.426,05;
20; Arrendamientos y cánones;137,33;;;;200,76;;;;;;;338,09;
21; Reparaciones, mantenimiento y conservación;776,36;;;;1.500,00;130,00;;;72,00;;;2.478,36;
22; Material, suministros y otros;2.512,78;500,66;3.315,00;142,03;11.761,10;30.485,21;6.323,70;1.897,97;926,73;;;57.865,18;
23; Indemnizaciones por razón del servicio;1.280,16;133,13;330,00;124,24;;287,40;32,00;1.270,10;94,85;;;3.551,88;
24; Gastos de publicaciones;;155,54;;;;;;;37,00;;;192,54;
4;TRANSFERENCIAS CORRIENTES;;2.353,06;2.006,95;;;108.758,84;112.593,00;;10.530,89;;;236.242,74;
44; A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;;772,06;;;;;;;;;;772,06;
45; A Comunidades Autónomas;;;2.006,95;;;106.069,07;112.593,00;;9.522,40;;;230.191,42;
46; A Entidades Locales;;;;;;;;;3,00;;;3,00;
48; A familias e instituciones sin fines de lucro;;;;;;2.163,77;;;1.002,49;;;3.166,26;
49; Al exterior;;1.581,00;;;;526,00;;;3,00;;;2.110,00;
6;INVERSIONES REALES;2.027,74;6,80;;3,00;861,04;469,15;24.306,00;6,00;;;;27.679,73;
62; Inversión nueva asociada al funcionamiento operativo de los servicios;161,40;6,80;;;137,50;451,00;24.303,00;3,00;;;;25.062,70;
63; Inversión de reposición asociada al funcionamiento operativo de los servicios;1.666,34;;;;61,94;;;;;;;1.728,28;
64; Gastos de inversiones de carácter inmaterial;200,00;;;3,00;661,60;18,15;3,00;3,00;;;;888,75;
7;TRANSFERENCIAS DE CAPITAL;;24,92;;;;568.374,00;;;609,79;;;569.008,71;
74; A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;;24,92;;;;;;;;;;24,92;
75; A Comunidades Autónomas;;;;;;568.374,00;;;125,17;;;568.499,17;
78; A familias e instituciones sin fines de lucro;;;;;;;;;484,62;;;484,62;
8;ACTIVOS FINANCIEROS;40,50;;;;;;;;;;;40,50;
83; Concesión de préstamos fuera del Sector Público;40,50;;;;;;;;;;;40,50;
;TOTAL CONSOLIDADO;33.564,55;6.474,38;9.276,97;1.259,89;19.688,91;717.153,09;147.492,30;6.545,83;15.111,84;;;956.567,76;
4;TRANSFERENCIAS CORRIENTES;;;;9.154,12;;;283.872,45;;;;;293.026,57;
41; A Organismos Autónomos;;;;6.290,32;;;824,51;;;;;7.114,83;
42; A la Seguridad Social;;;;2.855,00;;;283.047,94;;;;;285.902,94;
43; A otras entidades del Sector Público Administrativo Estatal con presupuesto limitativo;;;;8,80;;;;;;;;8,80;
7;TRANSFERENCIAS DE CAPITAL;;;;267,55;;;22.097,35;;;;;22.364,90;
71; A Organismos Autónomos;;;;247,55;;;;;;;;247,55;
72; A la Seguridad Social;;;;20,00;;;22.097,35;;;;;22.117,35;
;TOTAL TRANSFERENCIAS ENTRE SUBSECTORES;;;;9.421,67;;;305.969,80;;;;;315.391,47;
;TOTAL;33.564,55;6.474,38;9.276,97;10.681,56;19.688,91;717.153,09;453.462,10;6.545,83;15.111,84;;;1.271.959,23;
;;



