;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 26 MINISTERIO DE SANIDAD;
;Programa: 313B Salud pública, sanidad exterior y calidad;
;PRESUPUESTO 2024-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
26.06;;COMISIONADO DE SALUD MENTAL;;;
;1;GASTOS DE PERSONAL;;;
;10;Altos cargos;;82,19;
;12;Funcionarios;;365,73;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;127,96;
;16000; Seguridad Social;127,96;;
;;TOTAL GASTOS DE PERSONAL;;575,88;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;22;Material, suministros y otros;;2.450,00;
;23;Indemnizaciones por razón del servicio;;50,00;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;2.500,00;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;45;A Comunidades Autónomas;;16.000,00;
;452;A Comunidades Autónomas, para equipamiento del Plan de Acción de Salud Mental y COVID-19;;16.000,00;
;;TOTAL TRANSFERENCIAS CORRIENTES;;16.000,00;
 ; ;;;;
;7;TRANSFERENCIAS DE CAPITAL;;;
;75;A Comunidades Autónomas;;22.500,00;
;751;A Comunidades Autónomas, para equipamiento del Plan de Acción de Salud Mental y COVID-19;;8.000,00;
;753;A Comunidades Autónomas, para infraestructuras y equipamiento en Salud Mental Comunitaria;;14.500,00;
;;TOTAL TRANSFERENCIAS DE CAPITAL;;22.500,00;
 ; ;;;;
;;TOTAL COMISIONADO DE SALUD MENTAL;;41.575,88;
 ; ;;;;
 ; ;;;;
26.07;;DIRECCIÓN GENERAL DE SALUD PÚBLICA Y EQUIDAD EN SALUD;;;
;1;GASTOS DE PERSONAL;;;
;10;Altos cargos;;61,04;
;12;Funcionarios;;7.010,01;
;13;Laborales;;259,95;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;1.317,49;
;16000; Seguridad Social;1.317,49;;
;;TOTAL GASTOS DE PERSONAL;;8.648,49;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;21;Reparaciones, mantenimiento y conservación;;130,00;
;22;Material, suministros y otros;;28.035,21;
;22502; Locales;10,00;;
;23;Indemnizaciones por razón del servicio;;237,40;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;28.402,61;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;45;A Comunidades Autónomas;;90.069,07;
;453;Al Instituto Universitario de Enfermedades Tropicales y Salud Pública de Canarias para la investigación, desarrollo e innovación en los campos de las enfermedades tropicales y salud pública;;450,00;
;454;A Comunidades Autónomas, para Estrategias frente a enfermedades raras, enfermedades neurodegenerativas (incluida ELA);;2.818,07;
;456;A Comunidades Autónomas, para Marco estratégico de Atención Primaria y Comunitaria;;85.301,00;
;457;A la Comunidad Autónoma de Canarias, convenio específico con la Comunidad Autónoma para la atención a la salud mental en la isla de La Palma derivada del volcán.;;1.500,00;
;48;A familias e instituciones sin fines de lucro;;2.163,77;
;484;Ayudas sociales para personas con hemofilia u otras coagulopatías;;18,00;
;486;Para subvenciones a instituciones de cualquier titularidad, sin ánimo de lucro, con destino a financiar Programas de Prevención y Control del SIDA y otras ITS;;2.000,00;
;488;Para el pago de ayudas sociales a enfermos contaminados de VIH por tratamiento con hemoderivados por transfusiones sanguíneas y sus familiares;;145,77;
;49;Al exterior;;526,00;
;491;A la Oficina de la Organización Mundial de la Salud;;326,00;
;492;OCDE (Organización para la Cooperación y el Desarrollo Económicos);;200,00;
;;TOTAL TRANSFERENCIAS CORRIENTES;;92.758,84;
 ; ;;;;
;6;INVERSIONES REALES;;469,15;
 ; ;;;;
;7;TRANSFERENCIAS DE CAPITAL;;;
;75;A Comunidades Autónomas;;545.874,00;
;750;A Comunidades Autónomas, para Marco estratégico de Atención Primaria y Comunitaria;;87.124,00;
;752;A Comunidades Autónomas, para infraestructuras y equipamientos en Atención Primaria y Comunitaria;;406.750,00;
;754;A Universidades para el impulso del Grado en Medicina;;52.000,00;
;;TOTAL TRANSFERENCIAS DE CAPITAL;;545.874,00;
 ; ;;;;
;;TOTAL DIRECCIÓN GENERAL DE SALUD PÚBLICA Y EQUIDAD EN SALUD;;676.153,09;
 ; ;;;;
 ; ;;;;
;;TOTAL Salud pública, sanidad exterior y calidad;;717.728,97;
;;



