;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 26 MINISTERIO DE SANIDAD;
;Programa: 311M Dirección y Servicios Generales de Sanidad;
;PRESUPUESTO 2024-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
26.01;;MINISTERIO Y SUBSECRETARÍA;;;
;1;GASTOS DE PERSONAL;;;
;10;Altos cargos;;126,37;
;11;Personal eventual;;528,00;
;12;Funcionarios;;18.310,49;
;13;Laborales;;351,65;
;15;Incentivos al rendimiento;;5.356,62;
;150;Productividad;;5.272,14;
;151;Gratificaciones;;84,48;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;1.540,67;
;16000; Seguridad Social;1.230,06;;
;16200; Formación y perfeccionamiento del personal;93,04;;
;16204; Acción social;79,48;;
;;TOTAL GASTOS DE PERSONAL;;26.213,80;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;20;Arrendamientos y cánones;;137,33;
;202;Arrendamientos de edificios y otras construcciones;;125,00;
;21;Reparaciones, mantenimiento y conservación;;776,36;
;22;Material, suministros y otros;;2.512,78;
;22109; Labores Fábrica Nacional Moneda y Timbre;1,46;;
;22502; Locales;25,00;;
;22601; Atenciones protocolarias y representativas;66,73;;
;23;Indemnizaciones por razón del servicio;;1.280,16;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;4.706,63;
 ; ;;;;
;6;INVERSIONES REALES;;2.027,74;
 ; ;;;;
;8;ACTIVOS FINANCIEROS;;;
;83;Concesión de préstamos fuera del Sector Público;;40,50;
;830;Préstamos a corto plazo;;2,50;
;831;Préstamos a largo plazo;;38,00;
;;TOTAL ACTIVOS FINANCIEROS;;40,50;
 ; ;;;;
;;TOTAL MINISTERIO Y SUBSECRETARÍA;;32.988,67;
 ; ;;;;
 ; ;;;;
26.02;;SECRETARÍA GENERAL TÉCNICA;;;
;1;GASTOS DE PERSONAL;;;
;10;Altos cargos;;61,04;
;12;Funcionarios;;2.693,45;
;13;Laborales;;252,64;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;293,14;
;16000; Seguridad Social;293,14;;
;;TOTAL GASTOS DE PERSONAL;;3.300,27;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;22;Material, suministros y otros;;500,66;
;22601; Atenciones protocolarias y representativas;3,00;;
;23;Indemnizaciones por razón del servicio;;133,13;
;24;Gastos de publicaciones;;155,54;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;789,33;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;44;A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;;772,06;
;443;A la "Fundación Estatal, Salud, Infancia y Bienestar Social, F.S.P.”;;772,06;
;49;Al exterior;;1.581,00;
;491;Aportación a organismos y programas internacionales;;1.196,00;
;492;Para todos los gastos que ocasione la cooperación sanitaria internacional;;385,00;
;;TOTAL TRANSFERENCIAS CORRIENTES;;2.353,06;
 ; ;;;;
;6;INVERSIONES REALES;;6,80;
 ; ;;;;
;7;TRANSFERENCIAS DE CAPITAL;;;
;74;A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;;24,92;
;743;A la "Fundación Estatal, Salud, Infancia y Bienestar Social, F.S.P.”;;24,92;
;;TOTAL TRANSFERENCIAS DE CAPITAL;;24,92;
 ; ;;;;
;;TOTAL SECRETARÍA GENERAL TÉCNICA;;6.474,38;
 ; ;;;;
 ; ;;;;
;;TOTAL Dirección y Servicios Generales de Sanidad;;39.463,05;
;;



