Orgánica;Económica;Explicación;Total (miles euros);Total (euros)
26.18;10;Altos cargos;61,04;61.040,00
26.18;12;Funcionarios;2.317,39;2.317.390,00
26.18;13;Laborales;116,66;116.660,00
26.18;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;345,49;345.490,00
26.18;16000;Seguridad Social;345,49;345.490,00
;;TOTAL GASTOS DE PERSONAL;2.840,58;2.840.580,00
26.18;21;Reparaciones, mantenimiento y conservación;72;72.000,00
26.18;22;Material, suministros y otros;926,73;926.730,00
26.18;22611;Gastos protocolarios y representativos derivados de actos institucionales;11;11.000,00
26.18;22711;Actividades de prevención, investigación, persecución y represión de delitos relacionados con el tráfico de drogas;3;3.000,00
26.18;23;Indemnizaciones por razón del servicio;94,85;94.850,00
26.18;24;Gastos de publicaciones;37;37.000,00
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;1.130,58;1.130.580,00
26.18;45;A Comunidades Autónomas;9.522,40;9.522.400,00
26.18;451;Estrategia Nacional sobre Drogas – programas autonómicos;3.270,16;3.270.160,00
26.18;452;Prevención de drogodependencias;3.962,63;3.962.630,00
26.18;454;Observatorio Español de las Drogas y las Adicciones;1.033,29;1.033.290,00
26.18;456;Rehabilitación-reinserción de toxicómanos con problemas juridicopenales;1.253,32;1.253.320,00
26.18;458;Actividades autonómicas en aplicación de la Ley 17/2003;3;3.000,00
26.18;46;A Entidades Locales;3;3.000,00
26.18;462;A CC.LL. en aplicación de la Ley 17/2003;3;3.000,00
26.18;48;A familias e instituciones sin fines de lucro;1.002,49;1.002.490,00
26.18;481;ONGs estatales – programas supracomunitarios;996,49;996.490,00
26.18;482;ONGs estatales – Fondo Ley 17/2003;3;3.000,00
26.18;483;FEMP – programas sobre drogodependencias;3;3.000,00
26.18;49;Al exterior;3;3.000,00
26.18;492;Cooperación internacional – Ley 17/2003;3;3.000,00
;;TOTAL TRANSFERENCIAS CORRIENTES;10.530,89;10.530.890,00
26.18;75;A Comunidades Autónomas – proyectos de investigación;125,17;125.170,00
26.18;78;A familias e instituciones sin fines de lucro – proyectos de investigación;484,62;484.620,00
26.18;781;Proyectos de investigación;484,62;484.620,00
;;TOTAL TRANSFERENCIAS DE CAPITAL;609,79;609.790,00
;;?? TOTAL DELEGACIÓN DEL GOBIERNO PARA EL PLAN NACIONAL SOBRE DROGAS;15.111,84;15.111.840,00
