;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;Resumen orgánico económico del presupuesto de gastos;
;;
;Sección: 07 CLASES PASIVAS;
;Programa: 211C Otras pensiones y prestaciones de Clases Pasivas;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Económica;Explicación;07.01;;Total;
4;TRANSFERENCIAS CORRIENTES;49.447,74;;49.447,74;
48; A familias e instituciones sin fines de lucro;49.447,74;;49.447,74;
;TOTAL;49.447,74;;49.447,74;
;;



