;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 13 MINISTERIO DE LA PRESIDENCIA, JUSTICIA Y RELACIONES CON LAS CORTES;
;Programa: 921Q Cobertura informativa;
;PRESUPUESTO 2024-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
13.07;;PRESIDENTE DEL GOBIERNO;;;
;1;GASTOS DE PERSONAL;;;
;10;Altos cargos;;385,41;
;11;Personal eventual;;1.916,68;
;12;Funcionarios;;7.665,97;
;13;Laborales;;4.174,07;
;15;Incentivos al rendimiento;;772,68;
;150;Productividad;;772,68;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;1.975,27;
;16000; Seguridad Social;1.865,27;;
;;TOTAL GASTOS DE PERSONAL;;16.890,08;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;20;Arrendamientos y cánones;;106,40;
;202;Arrendamientos de edificios y otras construcciones;;12,50;
;21;Reparaciones, mantenimiento y conservación;;560,70;
;22;Material, suministros y otros;;58.629,95;
;22502; Locales;6,00;;
;22601; Atenciones protocolarias y representativas;40,95;;
;22707; Para la contratación del servicio de cobertura informativa nacional e internacional de interés público.;48.100,00;;
;22708; Compensación a la Agencia EFE, S.A.U. por el cumplimiento de las obligaciones asociadas a la función de servicio público de noticias de titularidad estatal. Liquidación de ejercicios anteriores;5.800,00;;
;23;Indemnizaciones por razón del servicio;;456,47;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;59.753,52;
 ; ;;;;
;6;INVERSIONES REALES;;1.720,00;
 ; ;;;;
;;TOTAL PRESIDENTE DEL GOBIERNO;;78.363,60;
 ; ;;;;
 ; ;;;;
;;TOTAL Cobertura informativa;;78.363,60;
;;



