;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 13 MINISTERIO DE LA PRESIDENCIA, JUSTICIA Y RELACIONES CON LAS CORTES;
;Programa: 912M Presidencia del Gobierno;
;PRESUPUESTO 2024-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
13.07;;PRESIDENTE DEL GOBIERNO;;;
;1;GASTOS DE PERSONAL;;;
;10;Altos cargos;;1.336,16;
;11;Personal eventual;;18.030,00;
;12;Funcionarios;;5.544,99;
;13;Laborales;;1.502,76;
;15;Incentivos al rendimiento;;6.045,03;
;150;Productividad;;5.899,00;
;151;Gratificaciones;;146,03;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;5.066,22;
;16000; Seguridad Social;4.884,34;;
;16200; Formación y perfeccionamiento del personal;75,00;;
;;TOTAL GASTOS DE PERSONAL;;37.525,16;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;20;Arrendamientos y cánones;;115,30;
;21;Reparaciones, mantenimiento y conservación;;1.726,11;
;22;Material, suministros y otros;;7.070,87;
;22502; Locales;146,97;;
;22601; Atenciones protocolarias y representativas;275,00;;
;22611; Gastos protocolarios y representativos derivados de actos institucionales;50,00;;
;23;Indemnizaciones por razón del servicio;;5.024,00;
;25;Conciertos de asistencia sanitaria;;150,00;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;14.086,28;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;48;A familias e instituciones sin fines de lucro;;298,32;
;480;Dotación ex-Presidentes del Gobierno (R.D. 405/92);;298,32;
;;TOTAL TRANSFERENCIAS CORRIENTES;;298,32;
 ; ;;;;
;6;INVERSIONES REALES;;3.684,64;
 ; ;;;;
;;TOTAL PRESIDENTE DEL GOBIERNO;;55.594,40;
 ; ;;;;
 ; ;;;;
;;TOTAL Presidencia del Gobierno;;55.594,40;
;;



