;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 13 MINISTERIO DE LA PRESIDENCIA, JUSTICIA Y RELACIONES CON LAS CORTES;
;Programa: 113M Registros vinculados con la Fe Pública;
;PRESUPUESTO 2024-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
13.03;;DIRECCIÓN GENERAL DE SEGURIDAD JURÍDICA Y FE PÚBLICA;;;
;1;GASTOS DE PERSONAL;;;
;10;Altos cargos;;61,04;
;12;Funcionarios;;14.122,24;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;1.653,84;
;16000; Seguridad Social;1.653,84;;
;;TOTAL GASTOS DE PERSONAL;;15.837,12;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;21;Reparaciones, mantenimiento y conservación;;172,87;
;22;Material, suministros y otros;;3.729,72;
;22109; Labores Fábrica Nacional Moneda y Timbre;2.592,68;;
;22502; Locales;40,00;;
;23;Indemnizaciones por razón del servicio;;91,00;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;3.993,59;
 ; ;;;;
;3;GASTOS FINANCIEROS;;;
;35;Intereses de demora y otros gastos financieros;;15,00;
;352;Intereses de demora;;15,00;
;;TOTAL GASTOS FINANCIEROS;;15,00;
 ; ;;;;
;6;INVERSIONES REALES;;16.823,30;
 ; ;;;;
;;TOTAL DIRECCIÓN GENERAL DE SEGURIDAD JURÍDICA Y FE PÚBLICA;;36.669,01;
 ; ;;;;
 ; ;;;;
;;TOTAL Registros vinculados con la Fe Pública;;36.669,01;
;;



