;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 13 MINISTERIO DE LA PRESIDENCIA, JUSTICIA Y RELACIONES CON LAS CORTES;
;Programa: 112A Tribunales de Justicia y Ministerio Fiscal;
;PRESUPUESTO 2024-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
13.02;;SECRETARÍA DE ESTADO DE JUSTICIA;;;
;1;GASTOS DE PERSONAL;;;
;10;Altos cargos;;12.416,77;
;12;Funcionarios;;1.179.592,09;
;13;Laborales;;16.382,98;
;14;Otro personal;;13.759,47;
;15;Incentivos al rendimiento;;547,44;
;151;Gratificaciones;;547,44;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;101.163,63;
;16000; Seguridad Social;98.258,55;;
;16200; Formación y perfeccionamiento del personal;543,15;;
;16204; Acción social;682,18;;
;;TOTAL GASTOS DE PERSONAL;;1.323.862,38;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;20;Arrendamientos y cánones;;11.156,15;
;202;Arrendamientos de edificios y otras construcciones;;10.463,15;
;21;Reparaciones, mantenimiento y conservación;;15.544,46;
;22;Material, suministros y otros;;93.130,96;
;22502; Locales;3.500,00;;
;22601; Atenciones protocolarias y representativas;108,83;;
;22618; Para la atención de las reclamaciones derivadas del artículo 116 de la Ley 36/2011, de 10 de octubre, reguladora de la jurisdicción social, incluidas obligaciones de ejercicios anteriores;10.000,00;;
;22711; Para programas de atención a víctimas del delito y de lucha contra la criminalidad y demás fines previstos en la disposición adicional sexta de la Ley de Enjuiciamiento Criminal;1,00;;
;22712; Para toda clase de gastos derivados del funcionamiento y gestión de la Oficina de Recuperación y Gestión de Activos (ORGA);200,00;;
;23;Indemnizaciones por razón del servicio;;3.018,87;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;122.850,44;
 ; ;;;;
;3;GASTOS FINANCIEROS;;;
;35;Intereses de demora y otros gastos financieros;;625,77;
;352;Intereses de demora;;625,77;
;;TOTAL GASTOS FINANCIEROS;;625,77;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;45;A Comunidades Autónomas;;1,00;
;454;A Comunidades Autónomas. Para la satisfacción de los fines previstos en la disposición adicional sexta de la Ley de Enjuiciamiento Criminal;;1,00;
;46;A Entidades Locales;;1.995,21;
;462;Subvención por gastos Juzgados de Paz (art. 52 Ley de Demarcación y de Planta Judicial);;1.994,21;
;463;A Entidades Locales. Para la satisfacción de los fines previstos en la disposición adicional sexta de la Ley de Enjuiciamiento Criminal;;1,00;
;48;A familias e instituciones sin fines de lucro;;54.341,32;
;480;A ONGs y entidades privadas sin ánimo de lucro. Para la satisfacción de los fines previstos en la disposición adicional sexta de la Ley de Enjuiciamiento Criminal;;1,00;
;483;Al Consejo General de la Abogacía Española como aportación del Estado para indemnizar a los abogados en los asuntos de asistencia jurídica gratuita;;46.418,99;
;484;Al Consejo General de los Procuradores de España como aportación del Estado para indemnizar a los procuradores en los asuntos de asistencia jurídica gratuita;;5.033,53;
;485;Al Consejo General de la Abogacía para financiar conforme a baremo los impagos del turno de oficio y las liquidaciones pendientes desde el último trimestre de 2019;;1.836,00;
;488;Compensación por la prestación de la asistencia psicológica a las víctimas y pericias psicológicas en los procesos judiciales, mediante convenio con el Consejo General de Colegios Oficiales de Psicólogos;;1.051,80;
;49;Al exterior;;1,00;
;495;A organismos internacionales. Para la satisfacción de los fines previstos en la disposición adicional sexta de la Ley de Enjuiciamiento Criminal;;1,00;
;;TOTAL TRANSFERENCIAS CORRIENTES;;56.338,53;
 ; ;;;;
;6;INVERSIONES REALES;;154.720,44;
 ; ;;;;
;8;ACTIVOS FINANCIEROS;;;
;83;Concesión de préstamos fuera del Sector Público;;536,00;
;830;Préstamos a corto plazo;;536,00;
;83010; Anticipos reintegrables a trabajadores con sentencia judicial favorable;536,00;;
;;TOTAL ACTIVOS FINANCIEROS;;536,00;
 ; ;;;;
;;TOTAL SECRETARÍA DE ESTADO DE JUSTICIA;;1.658.933,56;
 ; ;;;;
 ; ;;;;
13.05;;SECRETARÍA GENERAL PARA LA INNOVACIÓN Y CALIDAD DEL SERVICIO PÚBLICO DE JUSTICIA. FISCALÍA GENERAL;;;
;1;GASTOS DE PERSONAL;;;
;10;Altos cargos;;1.890,53;
;12;Funcionarios;;8.205,08;
;13;Laborales;;153,35;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;707,82;
;16000; Seguridad Social;704,68;;
;16204; Acción social;3,14;;
;;TOTAL GASTOS DE PERSONAL;;10.956,78;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;21;Reparaciones, mantenimiento y conservación;;33,84;
;22;Material, suministros y otros;;109,16;
;22502; Locales;4,00;;
;22601; Atenciones protocolarias y representativas;20,79;;
;23;Indemnizaciones por razón del servicio;;201,00;
;24;Gastos de publicaciones;;52,00;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;396,00;
 ; ;;;;
;6;INVERSIONES REALES;;3.757,05;
 ; ;;;;
;;TOTAL SECRETARÍA GENERAL PARA LA INNOVACIÓN Y CALIDAD DEL SERVICIO PÚBLICO DE JUSTICIA. FISCALÍA GENERAL;;15.109,83;
 ; ;;;;
 ; ;;;;
