;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;Resumen orgánico económico del presupuesto de gastos;
;;
;Sección: 13 MINISTERIO DE LA PRESIDENCIA, JUSTICIA Y RELACIONES CON LAS CORTES;
;Programa: 222M Prestaciones económicas del Mutualismo Administrativo;
;PRESUPUESTO 2024-P;
;
;(Miles de euros);
;
Económica;Explicación;13.102;;Total;
1;GASTOS DE PERSONAL;6.272,16;;6.272,16;
12; Funcionarios;5.037,51;;5.037,51;
13; Laborales;109,99;;109,99;
14; Otro personal;94,21;;94,21;
15; Incentivos al rendimiento;283,99;;283,99;
16; Cuotas, prestaciones y gastos sociales a cargo del empleador;746,46;;746,46;
2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;812,79;;812,79;
20; Arrendamientos y cánones;13,90;;13,90;
21; Reparaciones, mantenimiento y conservación;221,64;;221,64;
22; Material, suministros y otros;557,25;;557,25;
23; Indemnizaciones por razón del servicio;20,00;;20,00;
3;GASTOS FINANCIEROS;0,57;;0,57;
35; Intereses de demora y otros gastos financieros;0,57;;0,57;
4;TRANSFERENCIAS CORRIENTES;18.971,40;;18.971,40;
48; A familias e instituciones sin fines de lucro;18.971,40;;18.971,40;
6;INVERSIONES REALES;614,67;;614,67;
62; Inversión nueva asociada al funcionamiento operativo de los servicios;467,95;;467,95;
63; Inversión de reposición asociada al funcionamiento operativo de los servicios;146,72;;146,72;
8;ACTIVOS FINANCIEROS;10,82;;10,82;
83; Concesión de préstamos fuera del Sector Público;10,82;;10,82;
;TOTAL;26.682,41;;26.682,41;
;;



