;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 13 MINISTERIO DE LA PRESIDENCIA, JUSTICIA Y RELACIONES CON LAS CORTES;
;Programa: 222M Prestaciones económicas del Mutualismo Administrativo;
;PRESUPUESTO 2024-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
13.102;;MUTUALIDAD GENERAL JUDICIAL;;;
;1;GASTOS DE PERSONAL;;;
;15;Incentivos al rendimiento;;283,99;
;150;Productividad;;93,03;
;151;Gratificaciones;;30,92;
;152;Otros incentivos al rendimiento;;160,04;
;16000; Seguridad Social;638,22;;
;16200; Formación y perfeccionamiento del personal;10,00;;
;16201; Economatos y comedores;86,66;;
;16204; Acción social;9,23;;
;;TOTAL GASTOS DE PERSONAL;;6.272,16;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;202;Arrendamientos de edificios y otras construcciones;;13,60;
;22502; Locales;43,26;;
;22601; Atenciones protocolarias y representativas;2,34;;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;812,79;
 ; ;;;;
;3;GASTOS FINANCIEROS;;;
;35;Intereses de demora y otros gastos financieros;;0,57;
;359;Otros gastos financieros;;0,57;
;;TOTAL GASTOS FINANCIEROS;;0,57;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;48;A familias e instituciones sin fines de lucro;;18.971,40;
;480;Subsidios e Indemnizaciones;;11.678,32;
;481;Protección a la familia;;2.290,20;
;482;Servicios Sociales;;2.658,69;
;483;Asistencia Social;;291,39;
;486;Prestaciones económicas Mutualidades Integradas;;2.052,80;
;;TOTAL TRANSFERENCIAS CORRIENTES;;18.971,40;
 ; ;;;;
;6;INVERSIONES REALES;;614,67;
 ; ;;;;
;8;ACTIVOS FINANCIEROS;;;
;83;Concesión de préstamos fuera del Sector Público;;10,82;
;831;Préstamos a largo plazo;;10,82;
;;TOTAL ACTIVOS FINANCIEROS;;10,82;
 ; ;;;;
;;TOTAL MUTUALIDAD GENERAL JUDICIAL;;26.682,41;
 ; ;;;;
 ; ;;;;
;;TOTAL Prestaciones económicas del Mutualismo Administrativo;;26.682,41;
;;



