;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 17 MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE;
;Programa: 453M Ordenación e inspección del transporte terrestre;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
17.39;;DIRECCIÓN GENERAL DE TRANSPORTE POR CARRETERA;;;
;1;GASTOS DE PERSONAL;;;
;10;Altos cargos;;61,04;
;12;Funcionarios;;4.680,45;
;13;Laborales;;69,75;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;525,00;
;16000; Seguridad Social;525,00;;
;;TOTAL GASTOS DE PERSONAL;;5.336,24;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;22;Material, suministros y otros;;2.275,55;
;22601; Atenciones protocolarias y representativas;2,25;;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;2.275,55;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;48;A familias e instituciones sin fines de lucro;;92,00;
;480;Comité Nacional del Transporte por Carretera (Actividades relacionadas con la Ley de Ordenación de los Transportes Terrestres);;80,00;
;481;I T S. España (Sistemas Inteligentes de Transporte);;12,00;
;49;Al exterior;;13,00;
;492;Cuotas a Organismos Internacionales;;13,00;
;;TOTAL TRANSFERENCIAS CORRIENTES;;105,00;
 ; ;;;;
;6;INVERSIONES REALES;;2.800,00;
 ; ;;;;
;7;TRANSFERENCIAS DE CAPITAL;;;
;77;A empresas privadas;;9.930,00;
;772;Programa de medidas para la mejora del sector del transporte por carretera;;9.930,00;
;78;A familias e instituciones sin fines de lucro;;3.858,00;
;781;Programa de apoyo a Instituciones y Entidades sin ánimo de lucro relacionadas con el transporte por carretera;;3.858,00;
;;TOTAL TRANSFERENCIAS DE CAPITAL;;13.788,00;
 ; ;;;;
;;TOTAL DIRECCIÓN GENERAL DE TRANSPORTE POR CARRETERA;;24.304,79;
 ; ;;;;
 ; ;;;;
;;TOTAL Ordenación e inspección del transporte terrestre;;24.304,79;
;;



