;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 17 MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE;
;Programa: 453O Comisión de Investigación de Accidentes Ferroviarios;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
17.01;;MINISTERIO, SUBSECRETARÍA Y SERVICIOS GENERALES;;;
;1;GASTOS DE PERSONAL;;;
;12;Funcionarios;;384,15;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;30,00;
;16000; Seguridad Social;30,00;;
;;TOTAL GASTOS DE PERSONAL;;414,15;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;22;Material, suministros y otros;;50,00;
;23;Indemnizaciones por razón del servicio;;52,00;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;102,00;
 ; ;;;;
;;TOTAL MINISTERIO, SUBSECRETARÍA Y SERVICIOS GENERALES;;516,15;
 ; ;;;;
 ; ;;;;
;;TOTAL Comisión de Investigación de Accidentes Ferroviarios;;516,15;
;;



