;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 01 CASA DE SU MAJESTAD EL REY;
;Programa: 911M Jefatura del Estado;
;PRESUPUESTO 2024-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
01.01;;CASA DE SU MAJESTAD EL REY;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;48;A familias e instituciones sin fines de lucro;;8.431,15;
;480;A S.M. el Rey. Para el sostenimiento de su Familia y Casa (Art. 65 de la Constitución);;8.431,15;
;;TOTAL TRANSFERENCIAS CORRIENTES;;8.431,15;
 ; ;;;;
;;TOTAL CASA DE SU MAJESTAD EL REY;;8.431,15;
 ; ;;;;
 ; ;;;;
;;TOTAL Jefatura del Estado;;8.431,15;
;;



