;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 37 OTRAS RELACIONES FINANCIERAS CON ENTES TERRITORIALES;
;Programa: 941O Otras transferencias a Comunidades Autónomas;
;PRESUPUESTO 2024-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
37.01;;SECRETARÍA GENERAL DE FINANCIACIÓN AUTONÓMICA Y LOCAL. COMUNIDADES AUTÓNOMAS;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;45;A Comunidades Autónomas;;101.726,02;
;451;Transferencias a las Comunidades Autónomas y a las Ciudades de Ceuta y Melilla. Línea COVID Real Decreto-ley 5/2021, incluyendo ejercicios anteriores;;50.000,00;
;454;Actuaciones en diversas Comunidades Autónomas;;50.000,00;
;45411; A la Comunidad Autónoma de Canarias para Atención a Menores Inmigrantes;50.000,00;;
;459;Otras transferencias a Comunidades Autónomas;;1.726,02;
;45902; País Vasco por costes de traspaso fuera de cupo;1.152,75;;
;45903; Navarra por costes de traspaso fuera de la aportación;573,27;;
;;TOTAL TRANSFERENCIAS CORRIENTES;;101.726,02;
 ; ;;;;
;7;TRANSFERENCIAS DE CAPITAL;;;
;75;A Comunidades Autónomas;;271.461,22;
;753;Factor de Insularidad (Título III del Real Decreto-ley 4/2019, de 22 de febrero, del Régimen Especial de las Illes Balears);;109.661,22;
;754;Actuaciones en diversas Comunidades Autónomas;;106.000,00;
;75409; A la Generalitat de Catalunya para la financiación del proyecto Catalunya Media City;60.000,00;;
;75410; A la Generalitat de Catalunya para actuaciones de transición energética en edificaciones del Cuerpo de Mossos d'Esquadra;25.000,00;;
;75411; A la Generalitat de Catalunya para actuaciones de transición energética en las flotas de vehículos del Cuerpo de Mossos d'Esquadra;18.000,00;;
;75412; Al Gobierno de Navarra para recuperación del Fuerte de San Cristóbal para su reconversión en lugar de memoria según la D.A. 17ª de la Ley 20/2022;3.000,00;;
;755;A la Comunidad Autónoma de Cantabria para financiar proyectos de inversión y gastos complementarios;;55.000,00;
;757;A la Comunidad Autónoma de La Rioja para financiar proyectos de inversión. Rehabilitación y reforma de IES Sagasta de Logroño;;800,00;
;;TOTAL TRANSFERENCIAS DE CAPITAL;;271.461,22;
 ; ;;;;
;;TOTAL SECRETARÍA GENERAL DE FINANCIACIÓN AUTONÓMICA Y LOCAL. COMUNIDADES AUTÓNOMAS;;373.187,24;
 ; ;;;;
 ; ;;;;
;;TOTAL Otras transferencias a Comunidades Autónomas;;373.187,24;
;;



