;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 22 MINISTERIO DE POLÍTICA TERRITORIAL Y MEMORIA DEMOCRÁTICA;
;Programa: 922M Organización territorial del Estado y desarrollo de sus sistemas de colaboración;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
22.02;;SECRETARÍA DE ESTADO DE POLÍTICA TERRITORIAL;;;
;1;GASTOS DE PERSONAL;;;
;10;Altos cargos;;334,58;
;11;Personal eventual;;249,60;
;12;Funcionarios;;8.125,19;
;13;Laborales;;51,52;
;15;Incentivos al rendimiento;;1.696,15;
;150;Productividad;;1.641,25;
;151;Gratificaciones;;54,90;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;1.071,51;
;16000; Seguridad Social;1.071,51;;
;;TOTAL GASTOS DE PERSONAL;;11.528,55;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;22;Material, suministros y otros;;97,22;
;22601; Atenciones protocolarias y representativas;22,80;;
;23;Indemnizaciones por razón del servicio;;103,32;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;200,54;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;48;A familias e instituciones sin fines de lucro;;30,00;
;482;A la Fundación Manuel Giménez Abad;;30,00;
;;TOTAL TRANSFERENCIAS CORRIENTES;;30,00;
 ; ;;;;
;;TOTAL SECRETARÍA DE ESTADO DE POLÍTICA TERRITORIAL;;11.759,09;
 ; ;;;;
 ; ;;;;
;;TOTAL Organización territorial del Estado y desarrollo de sus sistemas de colaboración;;11.759,09;
;;



