;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 24 MINISTERIO DE CULTURA;
;Programa: 331M Dirección y Servicios Generales de Cultura;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
24.01;;MINISTERIO, SUBSECRETARÍA Y SERVICIOS GENERALES;;;
;1;GASTOS DE PERSONAL;;;
;10;Altos cargos;;208,56;
;11;Personal eventual;;533,77;
;12;Funcionarios;;16.178,87;
;13;Laborales;;2.194,69;
;15;Incentivos al rendimiento;;4.165,08;
;150;Productividad;;4.077,83;
;151;Gratificaciones;;87,25;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;2.186,12;
;16000; Seguridad Social;1.453,81;;
;16200; Formación y perfeccionamiento del personal;210,38;;
;16204; Acción social;278,38;;
;;TOTAL GASTOS DE PERSONAL;;25.467,09;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;20;Arrendamientos y cánones;;104,00;
;202;Arrendamientos de edificios y otras construcciones;;20,00;
;21;Reparaciones, mantenimiento y conservación;;648,00;
;22;Material, suministros y otros;;4.349,38;
;22502; Locales;235,00;;
;22601; Atenciones protocolarias y representativas;28,67;;
;23;Indemnizaciones por razón del servicio;;758,00;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;5.859,38;
 ; ;;;;
;3;GASTOS FINANCIEROS;;;
;35;Intereses de demora y otros gastos financieros;;3,50;
;352;Intereses de demora;;3,50;
;;TOTAL GASTOS FINANCIEROS;;3,50;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;48;A familias e instituciones sin fines de lucro;;36,50;
;480;Pensiones complementarias del personal de MECSE;;36,50;
;;TOTAL TRANSFERENCIAS CORRIENTES;;36,50;
 ; ;;;;
;6;INVERSIONES REALES;;3.547,00;
 ; ;;;;
;8;ACTIVOS FINANCIEROS;;;
;83;Concesión de préstamos fuera del Sector Público;;133,94;
;830;Préstamos a corto plazo;;10,37;
;831;Préstamos a largo plazo;;123,57;
;;TOTAL ACTIVOS FINANCIEROS;;133,94;
 ; ;;;;
;;TOTAL MINISTERIO, SUBSECRETARÍA Y SERVICIOS GENERALES;;35.047,41;
 ; ;;;;
 ; ;;;;
24.02;;SECRETARÍA GENERAL TÉCNICA;;;
;1;GASTOS DE PERSONAL;;;
;10;Altos cargos;;61,04;
;12;Funcionarios;;3.002,78;
;13;Laborales;;214,88;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;272,08;
;16000; Seguridad Social;272,08;;
;;TOTAL GASTOS DE PERSONAL;;3.550,78;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;22;Material, suministros y otros;;423,00;
;22601; Atenciones protocolarias y representativas;1,17;;
;23;Indemnizaciones por razón del servicio;;14,02;
;24;Gastos de publicaciones;;155,88;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;592,90;
 ; ;;;;
;6;INVERSIONES REALES;;44,00;
 ; ;;;;
;;TOTAL SECRETARÍA GENERAL TÉCNICA;;4.187,68;
 ; ;;;;
 ; ;;;;
24.04;;DIRECCIÓN GENERAL DE INDUSTRIAS CULTURALES, PROPIEDAD INTELECTUAL Y COOPERACIÓN;;;
;1;GASTOS DE PERSONAL;;;
;12;Funcionarios;;560,79;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;86,78;
;16000; Seguridad Social;86,78;;
;;TOTAL GASTOS DE PERSONAL;;647,57;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;22;Material, suministros y otros;;436,50;
;23;Indemnizaciones por razón del servicio;;182,60;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;619,10;
 ; ;;;;
;6;INVERSIONES REALES;;435,00;
 ; ;;;;
;;TOTAL DIRECCIÓN GENERAL DE INDUSTRIAS CULTURALES, PROPIEDAD INTELECTUAL Y COOPERACIÓN;;1.701,67;
 ; ;;;;
 ; ;;;;
24.06;;SECRETARÍA DE ESTADO DE CULTURA;;;
;1;GASTOS DE PERSONAL;;;
;10;Altos cargos;;71,16;
;12;Funcionarios;;500,89;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;52,03;
;16000; Seguridad Social;52,03;;
;;TOTAL GASTOS DE PERSONAL;;624,08;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;22;Material, suministros y otros;;3.760,85;
;22601; Atenciones protocolarias y representativas;5,00;;
;23;Indemnizaciones por razón del servicio;;80,00;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;3.840,85;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;48;A familias e instituciones sin fines de lucro;;45,00;
;481;A la Fundación Real Instituto Elcano de Estudios Internacionales y Estratégicos para sus gastos de funcionamiento y de actividades culturales;;45,00;
;;TOTAL TRANSFERENCIAS CORRIENTES;;45,00;
 ; ;;;;
;6;INVERSIONES REALES;;27,32;
 ; ;;;;
;;TOTAL SECRETARÍA DE ESTADO DE CULTURA;;4.537,25;
 ; ;;;;
 ; ;;;;
24.105;;GERENCIA DE INFRAESTRUCTURAS Y EQUIPAMIENTOS DE CULTURA;;;
;1;GASTOS DE PERSONAL;;;
;15;Incentivos al rendimiento;;569,84;
;150;Productividad;;557,79;
;151;Gratificaciones;;12,05;
;16000; Seguridad Social;530,49;;
;16200; Formación y perfeccionamiento del personal;10,00;;
;16204; Acción social;30,30;;
;;TOTAL GASTOS DE PERSONAL;;5.478,30;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;22502; Locales;100,00;;
;22601; Atenciones protocolarias y representativas;2,34;;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;1.006,00;
 ; ;;;;
;3;GASTOS FINANCIEROS;;;
;35;Intereses de demora y otros gastos financieros;;1,00;
;352;Intereses de demora;;1,00;
;;TOTAL GASTOS FINANCIEROS;;1,00;
 ; ;;;;
;6;INVERSIONES REALES;;4.200,00;
 ; ;;;;
;8;ACTIVOS FINANCIEROS;;;
;83;Concesión de préstamos fuera del Sector Público;;27,00;
;830;Préstamos a corto plazo;;27,00;
;;TOTAL ACTIVOS FINANCIEROS;;27,00;
 ; ;;;;
;;TOTAL GERENCIA DE INFRAESTRUCTURAS Y EQUIPAMIENTOS DE CULTURA;;10.712,30;
 ; ;;;;
 ; ;;;;
;;TOTAL Dirección y Servicios Generales de Cultura;;56.186,31;
;;



