;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;Resumen orgánico económico del presupuesto de gastos;
;;
;Sección: 17 MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE;
;Programa: 46AA C01.I01 Zonas de bajas emisiones y transformación del transporte urbano y metropolitano. I+D+i+Digitalización;
;PRESUPUESTO 2024-P;
;
;(Miles de euros);
;
Económica;Explicación;17.50;;Total;
6;INVERSIONES REALES;2.580,17;;2.580,17;
69; Inversiones reales. Mecanismo de Recuperación y Resiliencia;2.580,17;;2.580,17;
;TOTAL;2.580,17;;2.580,17;
;;



